id,title,uniform_title,alternative_title,creator,contributor,publication_place,publisher,publication_date,encoded_date,creation_date,copyright_date,edition,issuance,language,type_of_resource,format,extent,genre,abstract,subject,temporal_coverage,geographic_coverage,target_audience,record_id,isbn,lccn,oclccn,url,depositor,collection_id
,"son of a genius: a tale for youth, The",,,"Hofland, (Barbara), Mrs, 1770-1844",,London,"J. Harris, corner of St. Paul's Church-Yard, Simpkin and Marshall, Stationers'-Court",1825,1825,,,A new edition.,monographic,English,text,print,"viii, [9]-180 p., [1] leaf of plates : ill. (engraving) ; 15 cm.",Juvenile fiction,,Conduct of life|||Children's stories|||Christian life,,,juvenile,7108786,,,ocm22643955,,,
,"Song and study for God's little ones: a collection of songs, studies and services for primary classes and junior societies",,,,"Vella, Bertha F.",Chicago,R.R. McCabe,c1894,c1894||||||1894,,,,monographic,English,notated music,print,177 p. : music ; 16 cm.,Juvenile,,"Hymns, English|||Church work with children|||Sunday school music|||Hymns",,,,4448011,,,ocm16104311,,,
,"song of Hiawatha, The",,Hiawatha,"Longfellow, Henry Wadsworth, 1807-1882",,New York,Hurst,[c1898],[c1898]||||||1898,,,Minnehaha ed.,monographic,English,text,print,"vi, 7-256 p. illus. 17 cm.",,,,,,,1124239,,17014672,02141961,,,
,Song of the river,,,"Kingsley, Charles, 1819-1875",,Boston,Estes and Lauriat,1887,1887,,,,monographic,English,text,print|||unmediated|||volume,19 leaves including frontispiece : illustrations ; 23 x 19 cm,text,,,,,,8061803,,25023179,ocm02784105,,,
,Song stories: for the kindergarten,,,"Hill, Mildred J., 1859-1916","Hill, Patty Smith, 1868-1946|||Bryan, Anna E., 1858-1901",Chicago,Summy,c1896,c1896||||||1896,,,"New ed., rev. and enl.",monographic,English,notated music,print,"1 score (xvi, 90 p.) : ill. ; 30 cm.",,,School songbooks,,,,6144881,,,ocm02400191,,,
,"song without words: Leaves from a very old book, The",,,"Charles, Elizabeth Rundle, 1828-1896",,Philadelphia,J. Challen,[1859],[1859]||||||185u,,,,monographic,English,text,print,101 p. : illus. ; 15 cm.,Juvenile fiction,,Children|||Conduct of life|||Seashore animals|||Brothers and sisters,,,,6556663,,,ocm41202386,,,
,"Songs, divine and moral, attempted in easy language: for the use of children",Divine songs,Watts's divine songs,"Watts, Isaac, 1674-1748",,Stourport,Printed and published by G. (George) Nicholson,[c1820?],[c1820?]||||||1820,,,A new ed.,monographic,English,text,print,"40 p., [1] leaf of plate ill. (some col.) 15 cm.",,,"Hymns, English|||Children's songs",,,juvenile,7118070,,,ocm44566288,,,
,Songs for kindergarten and primary schools,,,"Menard, J. Gertrude.",,Boston,Oliver Ditson Company,c1888,c1888||||||1888,,,,monographic,English,notated music,print|||Music,score (38 p.) 20 cm.,,,Children's songs,,,juvenile,1191006,,,20674585,,,
,Songs for little children,,,,,London,"Bishop & Co., printers",[ca. 1840],[ca. 1840]||||||1840,,,,monographic,English,text,print,5 p. : ill. ; 13 cm.,,,Nursery rhymes,,,juvenile,4415894,,,,,,
,Songs for the little ones at home,,,"Ward, Mary O., comp",,New York,American Tract Society,c1852⁾,c1852⁾||||||1852,,,,monographic,English,text,print,288 p. : ill. ; 17 cm.,,,Children's songs|||Children's poetry,,,juvenile,1031270,,41028719,02904300,,,
,Songs of seven,,,"Ingelow, Jean, 1820-1897",,Boston,Roberts,1871,1871,,,,monographic,English,text,print,"4⁾, 29, 1⁾ leaves : ill. ; 18 cm.",,,,,,,1032430,,,04849148,,,
,"sorcerer's palace: or, The Princess of Sinadone; being the romantic adventures of a knight of the round table, The",,Princess of Sinadone,"Wilkinson, Sarah Scudgell, 1779-1831",,London,Printed by T. Maiden for A. Lemoine and J. Roe,[1805?],[1805?]||||||1805,,,,monographic,English,text,print,36 p. front. 15 cm.,Specimens,,Chapbooks,,,,7547242,,,ocm04923368,,,
,"sorrowful ending of Noodledoo: with the fortunes and fate of her neighbours and friends, The",,Noodledoo,"Bennett, Charles H. (Charles Henry), 1829-1867",,London,"Sampson Low, Son and Marston",1865,1865,,,,monographic,English,text,print|||unmediated|||volume,"38, [2] pages, [16] leaves of plates : illustrations ; 24 cm",text,,Smoking in art,,,juvenile,8864685,,,ocm14149613,,,
,"Sowers not reapers, or, Chatham and Mary Kay",,Sowers not reapers|||Chatham and Mary Kay,"Martineau, Harriet, 1802-1876",,Cincinnati,J.A. & U.P. James|||J.A. & U.P. James (Firm),1853,1853,,,,monographic,English,text,print|||unmediated|||volume,186 pages ; 16 cm,Embossed cloth bindings (Binding)-1853|||Fiction|||Juvenile fiction|||Juvenile works|||novel|||text,,Farm life|||Capitalism|||Children and death|||Corn|||Harvesting|||Christian life,,"United States, Ohio, Cincinnati",juvenile,9034822,,,ocm46367992,,,
,Spectacles for young eyes: St. Petersburg,,,"Lander, Sarah West, 1810-1872",,Boston,"Walker, Wise","1864, c.1863","1864, c.1863|||1864/1863",,,,monographic,English,text,print,"203, 8 p. : ill., front., plates ; 18 cm.",,,Juvenile fiction,,Saint Petersburg (Russia),juvenile,1036701,,76244735 //r85,00199998,,,
,"Spencer's edition of the surprising history of Jack and the bean-stalk: shewing how he destroyed the ogre, and obtained possession of all his property, the wonderful journeys up the bean stalk, conversation with the fairy, &c. ; to which is added, The talisman of truth",,Surprising history of Jack and the bean-stalk|||Jack and the bean-stalk|||Talisman of truth,,,London :,"Printed and sold by J. Spencer, 63, East Street, Manchester Square,",[approximately 1820].,1820||||||[approximately 1820].,,,Spencer's edition.,monographic,English,text,print|||unmediated|||volume,"36 pages, 1 unnumbered leaf of plates : color illustrations ; 14 cm.",Fiction|||Juvenile fiction|||Juvenile works|||Specimens|||text,,"Chapbooks, English|||Chapbooks|||Giants|||Fairy tales|||Conduct of life",,,,1195793,,,on1013543592,,,
,Spinning-wheel stories,,,"Alcott, Louisa May, 1832-1888",,Boston :,"Little, Brown, and Company,|||Little, Brown and Company",[1884],1884||||||[1884],,1884,,monographic,English,text,print|||unmediated|||volume,276 pages : illustrations ; 20 cm,Short stories|||text,Collects twelve stories told by snow-bound members of an extended family gathered in their old homestead for the Christmas holidays.,"Children's stories, American",,,juvenile,5906211,,04018682,ocm00297017,,,
,Spring flowers,,,"Hale, Sarah Josepha Buell, 1788-1879","Howard, Justin H. (ill)",New York,"McLoughlin Bros., 30 Beekman|||McLoughlin Bros",[1868?],[1868?]||||||1868,,,,monographic,English,text,print|||unmediated|||volume,64 pages : illustrations (some color) ; 18 cm.,Children's poetry-1873|||Hand-colored illustrations-1873|||Juvenile poetry|||Juvenile works|||Poetry|||text,,Spring|||Flowers|||Animals|||Children|||Conduct of life|||Children's poetry,,"United States, New York, New York",juvenile,8848276,,,ocm60404827,,,
,"spring song, A",,,"Nash, Thomas, 1567-1601","Brooke, L. Leslie (Leonard Leslie), 1862-1940 (ill)|||Evans, Edmund, 1826-1905 (illus)",London,J.M. Dent & Co.,1898,1898,,,,monographic,English,text,print,16⁾ p. : col. ill. ; 18 cm.,,,,,,juvenile,1031274,,,13105205,,,
,"Square and compasses, or, Building the house",,Square and compasses|||Building the house,"Optic, Oliver, 1822-1897","Sheppard, William Ludwell, 1833-1912 (illustrator)",Boston|||New York,"Lee and Shepard|||C.T. Dillingham|||Dillingham, Charles Theodore, 1842-|||Lee and Shepard",©1884,©1884||||||1884,,,,monographic,English,text,print|||unmediated|||volume,"x, 9-314, [4] pages, [4] leaves of plates : illustrations ; 18 cm.",Fiction|||Juvenile fiction|||Juvenile literature-1885|||Juvenile works|||text,,Boatbuilding|||Boats and boating,,,juvenile,9036696,,,ocm04141408,,,
,"St. George and the dragon: a story of boy life, and,  Kensington junior",,Kensington junior,"Sidney, Margaret, 1844-1924","Sidney, Margaret, 1844-1924",Boston :,"D. Lothrop Company, Franklin and Hawley Streets,",[1888],1888||||||[1888],,,,monographic,English,text,print|||unmediated|||volume,"175 pages, 7 unnumbered leaves of plates : illustrations ; 18 cm",Fiction|||Juvenile fiction|||Juvenile works|||text,,Christmas stories,,,,8871792,,12036315,ocm03877622,,,
,St. George and the dragon,,,,"Franklin, John, fl. 1800-1868",London,Virtue,[1868?],[1868?]||||||1868,,,,monographic,English,text,print,31 p. : ill. ; 23 cm.,,,"Legends, English|||Juvenille literature|||Saint George d. 303",,,,1125219,,,26645294,,,
,St. Nicholas,"St. Nicholas (New York, N.Y.)",,,"Dodge, Mary Mapes, 1830-1905",New York,Scribner & Co.,1873-1943],1873-1943]|||1873/1943,,,,serial,English,text,print,68 v. : ill. ; 30 cm.,periodical,,Children's literature|||Periodicals,,,,527282,,04012675,01764817,,,
,"St. Nicholas songs: 112 songs by 32 composers, with illustrations",,,,"Pratt, Waldo Selden, 1857-1939 (compiler)",New York,Century Co.,[©1885],[©1885]||||||1885,,,,monographic,English,notated music,print|||unmediated|||volume,"v, 190 pages : illustrations ; 32 cm",notated music,,Children's songs,,,juvenile,8359586,,,ocm04269434,,,
,St. Nicholas songs: with illustrations,"St. Nicholas (New York, N.Y.)",Saint Nicholas songs,,"Pratt, Waldo Selden, 1857-1939|||De Vinne Press",New-York,The Century Co.,c1885,c1885||||||1885,,,,monographic,English,notated music,print,"1 score ([10], 190 p.) : ill. ; 32 cm.",,,Children's songs,,United States,juvenile,1500119,,,22234552,,,
,Stalky & co,,,"Kipling, Rudyard, 1865-1936",,New York,Doubleday & McClure Co.,1899,1899,,,,monographic,English,text,print,"7 p. l., 310 p. front., 7 pl. 21 cm.",,,,,,,744468,,99004556,00271341,,,
,Stand by the Union,,,"Optic, Oliver, 1822-1897","Bridgman, L. J. (Lewis Jesse), 1857-1931 (illustrator)",Boston :,"Lee and Shepard, publishers, 10 Milk Street, next The Old South Meeting House,|||Lee and Shepard",1892.,1892||||||1892.,,,,monographic,English,text,print|||unmediated|||volume,"367 pages, 15 unnumbered pages, 8 unnumbered leaves of plates : illustrations ; 20 cm.",Fiction|||History|||Juvenile fiction|||Juvenile literature-1892|||Juvenile works|||text,,History|||American Civil War (1861-1865),"1861 - 1865|||Civil War, 1861-1865",United States,,8365548,,2014657605,ocn891719368,,,
,"Standard bearer: an illustrated magazine for the young, The",Standard bearer (Protestant Episcopal Society for the Promotion of Evangelical Knowledge),,,Protestant Episcopal Society for the Promotion of Evangelical Knowledge,New York,Protestant Episcopal Society for the Promotion of Evangelical Knowledge,,1851/uuuu,,,,serial,English,text,print,v. : ill. ; 17 cm.,Periodicals|||periodical,,Religion|||Sunday school literature,,,,4069242,,sn 77020574,ocm08108429,,,
,"Starry Flag, or, The young fisherman of Cape Ann, The",,Starry Flag|||Young fisherman of Cape Ann,"Optic, Oliver, 1822-1897","Perkins, Granville, 1830-1895 (illustrator)|||Kilburn, Samuel Smith (engraver)",Boston :,"Lee and Shepard,|||Lee and Shepard",1868.,1868||||||1868.,,,,monographic,English,text,print|||unmediated|||volume,"312 pages, 8 unnumbered pages, 8 unnumbered leaves of plates : illustrations ; 18 cm",Juvenile literature-1868|||text,,,,,juvenile,8365569,,2014657607,ocm01251500,,,
,"storehouse of stories: containing The history of Philip Quarll, Goody Twoshoes, the governess, Jemima Placid, the perambulations of a mouse, the village school, the little queen, History of little Jack, A",,,,"Yonge, Charlotte M. (Charlotte Mary), 1823-1901",London|||New York,Macmillan,1891,1891,,,New ed.,monographic,English,text,print,"x, 437 p. ; 17 cm.",,,"Children's stories, English",,,juvenile,7705015,,,ocn221999230,,,
,"storehouse of stories: containing Family stories, Elements of morality, A puzzle for a curious girl, Blossoms of morality, A",Family stories,Elements of morality,,"Yonge, Charlotte M. (Charlotte Mary), 1823-1901|||Salzmann, Christian Gotthilf, 1744-1811|||Johnson, R. (Richard), 1733 or 1734-1793",London :,"Macmillan and Co.,",1885.,1885||||||1885.,,,New edition.,monographic,English,text,print|||unmediated|||volume,"ix, 403 pages, [1] leaf of plates (frontispiece) : 1 illustration ; 17 cm",Juvenile fiction|||text,,"Children's stories, English|||Conduct of life",,,juvenile,7705017,,,ocn883673777,,,
,Stories about animals,,,"Reid, Mayne, 1818-1883",,New York,James Miller,[188-?],[188-?]|||1880/1889,,,,monographic,English,text,print,"305 p., [4] leaves of plates : ill. ; 20 cm.",Anecdotes,,Animals,,,juvenile,6514731,,,ocm15029035,,,
,Stories explanatory of the church catechism,,,"Sherwood, Mary Martha, 1775-1851",,New York :,"Published by the Protestant Episcopal Society for the Promotion of Evangelical Knowledge,",1853.,1853||||||1853.,,,"Complete edition, from the twenty-fifth London edition; American edition.",monographic,English,text,print|||unmediated|||volume,"iv, 331 pages, 1 page of plates : 1 illustration ; 19 cm",Catechisms|||text,,Children's stories|||Church of England,,,juvenile,7732186,,,ocn886388311,,,
,Stories for Alice,,,"Brown, Anna Sharpless, 1817-1856",,Philadelphia,"Willis P. Hazard, 178 Chestnut Street|||Hazard, Willis P. (Willis Pope), 1825-1913",,,"1854, ©1853|||1854",1853,,monographic,English,text,print|||unmediated|||volume,"128 pages, [4] leaves of plates : color illustrations ; 21 cm",Juvenile poetry|||Juvenile works|||Poetry|||text,,Conduct of life|||Missing children|||Cats|||Birds|||Grandparents|||Children|||Death|||Children's poetry,,,juvenile,7703327,,,ocm14193131,,,
,Stories for bedtime,,,,"Felter, John D. (egr)|||Allen and Farnham (prt, str)|||Massachusetts Sabbath School Society, Committee of Publication.",Boston,Massachusetts Sabbath School Society|||Massachusetts Sabbath School Society,c1859,c1859||||||1859,,,,monographic,English,text,print,"161 p., [3] leaf of plates : ill. ; 16 cm.",Bedtime stories-1859|||Children's stories-1859|||Juvenile fiction|||novel,,Children's stories|||Christian life|||Children|||Conduct of life|||Early works to 1900|||Adopted children|||Cousins,,"United States, Massachusetts, Boston",juvenile,7814040,,,ocm47768622|||47768622,,,
,Stories for boys,,,"Davis, Richard Harding, 1864-1916",,New York,Charles Scribner's Sons,1891,1891,,,,monographic,English,text,print|||unmediated|||volume,"vii, 204 pages, [6] leaves of plates : illustrations ; 20 cm",text,"A collection of short stories for and about boys. The stories are about sports, friendship, and building good character.",Children's stories,,,juvenile,9035667,0836938127|||9780836938128,04016128,ocm00512342,,,
,"Stories for children: with plates, from the French",,,,R. & G.S. Wood (prt),New York,"Elam Bliss|||Bliss, Elam, 1779-1848",1829,1829,,,,monographic,English,text,print,"110 p., [16] p. of plates : ill. ; 11 cm.",Children's stories,,,,,juvenile,7118052,,,ocm36132194,,,
,Stories for little Clara,,,"Bache, Anna.",,Philadelphia,J. & J.L. Gihon,"1858, c1843","1858, c1843||||||1858",,,3rd ed.,monographic,English,text,print,"xix, 75, 81 p., [4] leaves of plates : ill. ; 15 cm.",,,"Children's stories, American",,,juvenile,7111661,,,ocm23477711,,,
,Stories for the household,Tales. English. (Dulcken),,"Andersen, H. C. (Hans Christian), 1805-1875","Dulcken, H. W. (Henry William), 1832-1894|||Bayes, Alfred Walter, 1832-1909 (illus)|||Dalziel, Edward, 1817-1905 (engr)|||Dalziel, George, 1815-1902 (engr)",London|||New York,G. Routledge and Sons,1872,1872,,,,monographic,Danish|||English,text,microfilm,"vi, 948 p. : col. front., illus., col. plates ; 20 cm",,,,,,juvenile,7747387,,,ocn557898110,,,
,Stories for the little ones,,,,,Boston :,"Published by the American Tract Society, 28 Cornhill, Boston.,|||American Tract Society (Boston, Mass.)",[between 1842 and 1868?],[between 1842 and 1868?]|||1842/1868,,,,monographic,English,text,print|||unmediated|||volume,1 v. (various pagings) : illustrations ; 12 cm.,text,,Sunday school literature|||Children's stories|||Children|||Conduct of life,,"United States, New York, New York",juvenile,7893850,,,ocn953964196,,,
,"Stories for the young, or, Cheap respository tracts: entertaining, moral, and religious",,Stories for the young|||Cheap repository tracts,"More, Hannah, 1745-1833",,New York],"Published by the American Tract Society, 150 Nassau-Street, New York",[between 1848 and 1894],[between 1848 and 1894]|||1848/1894,,,A new revised edition.,monographic,English,text,print,v. : ill. ; 16 cm.,,,,,,juvenile,8114039,,,ocn589804877,,,
,Stories from Froissart,,,"Froissart, Jean, 1338?-1410?","Newbolt, Henry John, Sir, 1862-1938 (ed)",London,"Wells, Gardner, Darton",1899,1899,,,,monographic,English,text,print,"xxx, 283 p. : ill. ; 22 cm.",,,"Hundred Years' War, 1339-1453",,,,1038596,,,02439177,,,
,Stories from Hans Andersen,,,"Andersen, H. C. (Hans Christian), 1805-1875",,London|||New York,E. Nister|||E.P. Dutton & co.,[1894?],[1894?]||||||1894,,,,monographic,Danish|||English,text,print,"288 p. col. front., illus., col. plates. 23 cm.",,,,,,,7180000,,,ocm01886576|||1886576,,,
,Stories from history,,,"Strickland, Agnes, 1796-1874",,Philadelphia,H. T. Coates,1876?⁾,1876?⁾||||||1876,,,,monographic,English,text,print,"359, 30 p., 1⁾ leaf of plates ; 19 cm.",,,History|||Juvenile literature,,,juvenile,1034889,,,03005351,,,
,"Stories from Plato and other classic writers: Hesiod, Homer, Aristophanes, Ovid, Catullus, and Pliny",,,"Burt, Mary E. (Mary Elizabeth), 1850-1918",,Boston,Ginn & Co.,1896,1896,,,,monographic,English,text,print|||unmediated|||volume,"x, 262 pages : illustrations ; 19 cm",Adaptations|||text,,"Greek literature|||Mythology, Classical|||Plato",,,juvenile,8848304,,,ocm02792910,,,
,Stories in rhyme,,,"Howitt, Mary (Mary Botham), 1799-1888",,Boston,"Brown, Bazin","1855, c1854","1855, c1854|||1855/1854",,,,monographic,English,text,print,128 p. : ill. (woodcuts) ; 15 cm.,,,,,,juvenile,1087623,,,12181498,,,
,Stories of natural history,,,,,Edinburgh,Thomas Nelson,1844,1844,,,,monographic,English,text,print,"xii, 14-180 p. : ill. ; 10 cm.",Juvenile literature|||Specimens,,Miniature books|||Birds|||Legends,,,juvenile,7110582,,,ocn221963633,,,
,"Stories of old, or, Bible narratives suited to the capacity of young children",,Bible narratives suited to the capacity of young children,"Hadley, Caroline.",,New York,Sheldon,1863,1863,,,,monographic,English,text,print,2 v. illus. 19 cm.,,,"Bible stories, English|||Juvenile literature",,,juvenile,1004037,,,06100737,,,
,Stories of Rainbow and Lucky,,,"Abbott, Jacob, 1803-1879","Abbott, Jacob, 1803-1879",New York :,"Harper & Brothers, publishers, Franklin Square,|||Harper & Brothers",1860.,1860||||||1860.,,,,monographic,English,text,print|||unmediated|||volume,"187, 4 pages : illustrations ; 18 cm",Fiction|||Juvenile fiction|||Juvenile works|||text,,Children's stories|||African American children,,,juvenile,9001902,,2014659968,ocm12406808,,,
,Stories of the gorilla country: Narrated for young people,Valuable and interesting books,,"Du Chaillu, Paul B. (Paul Belloni), 1835-1903","Elwes, Alfred Thomas (illustrator)|||Zwecker, Johann Baptist, 1814-1876 (illustrator)|||Jellicoe, John (engraver)",New York,"Harper & Brothers, publishers, Franklin Square.|||Harper & Brothers",1869,1869,,,,monographic,English,text,print|||unmediated|||volume,"xii, [1], 14-292, 6, [2] p. : ill. ; 20 cm.",Juvenile literature|||Juvenile works|||Pictorial cloth bindings (Binding)-1869|||Publishers' advertisements-New York (State)-New York|||Publishers' catalogs-New York (State)-New York|||Travel literature|||text,,Voyages and travels|||Blacks|||Natural history|||Gorilla|||Cannibalism|||Travel,,"Africa|||Africa, West|||United States, New York, New York|||Africa, West. ǂ2 fast ǂ0 (OCoLC)fst01239521",juvenile,8862099,,,ocn191235156,,,
,"Stories of the War of 1812, and the Mexican War",,,,,Philadelphia,J. & J.L. Gihon,"1853, c1851","1853, c1851||||||1853",,1851,,monographic,English,text,print,"192 p., [1] leaf of plates : ill. ; 15 cm.",History|||Juvenile literature|||Juvenile works,,History|||War of 1812.,"1812 - 1848|||War of 1812|||War with Mexico, 1845-1848",United States,juvenile,1087732,,,ocm15866816,,,
,Stories selected from the history of England: from the conquest to the revolution ; for children,,Stories for children,,"Innes, J. (John) (prt)",London,"John Murray|||Murray, John, 1778-1843",1817,1817,,,New ed.,monographic,English,text,print,"iv, [5]-186 p. ; 14 cm.",Children's stories|||Juvenile fiction|||novel,,Children|||Conduct of life|||Adventure stories|||Voyages and travels|||Kings and rulers|||History,,Great Britain,juvenile,7112179,,,ocm31809179,,,
,Stories told to Rollo's cousin Lucy when she was a little girl,,Lucy's stories,"Abbott, Jacob, 1803-1879",,New York :,"Thomas Y. Crowell & Co., no. 13 Astor Place,|||Thomas Y. Crowell Company",[bewteen 1881 and 1893],[bewteen 1881 and 1893]|||1881/1893,,,"A new edition, revised by the author.",monographic,English,text,print|||unmediated|||volume,180 pages : illustrations ; 18 cm,Juvenile literature-1881|||text,,Children's stories,,,juvenile,9001904,,2014657783,ocn903212773,,,
,"story about a Christmas in the seventeenth century, A",,,"Sinnett, Jane.",,London,Chapman and Hall,1846,1846,,,,monographic,English,text,print,138 p. : col. ill. ; 17 cm.,Juvenile fiction,,"Kindness|||Courtship|||Thirty Years' War, 1618-1648|||Christmas|||History",,Silesia,juvenile,1000343,,,ocm04741545,,,
,"story-book for the children, A",,,"Diaz, Abby Morton, 1821-1904",,Boston,James R. Osgood and Co.|||James R. Osgood and Company,"1879, ©1875","1879, ©1875||||||1879",,1875,,monographic,English,text,print|||unmediated|||volume,"263 pages, [1] leaf of plates : illustrations ; 19 cm",Fairy tales-1881|||Fiction|||Juvenile fiction|||Juvenile literature-1881|||Juvenile works|||Poems-1881|||Publishers' cloth bindings (Binding)-1881|||text,,Children's stories|||Children's poetry|||Conduct of life|||Christmas stories|||Dolls|||Infants|||City and town life|||Charity|||Cats|||Children's accidents|||Eskimos|||Dreams|||Santa Claus|||Santa Claus,,Boston|||Massachusetts,juvenile,8211098,,,ocm40586915,,,
,"story book, in verse, The",,,,"Taylor, Ann, 1782-1866|||Taylor, Jane, 1783-1824|||Kiggins & Kellog",New York,"Kiggins & Kellogg, 123 & 125 William St.",[between 1856 and 1857?],[between 1856 and 1857?]|||1856/1857,,,,monographic,English,text,print,16 p. : ill. ; 12 cm.,Specimens,,Children's poetry|||Chapbooks,,,juvenile,7547301,,,ocm31464683,,,
,"story hour: a book for the home and the kindergarten, The",,,"Wiggin, Kate Douglas Smith, 1856-1923|||Smith, Nora Archibald, 1859-1934",,Boston ;,"Houghton, Mifflin and Co. ;",1891.,1891||||||1891.,,1890,,monographic,English,text,print|||unmediated|||volume,"185 pages, 8 leaves of plates : illustrations ; 19 cm",Juvenile fiction|||novel|||text,,Children|||Conduct of life|||Dogs|||Cats|||Pets|||Children's stories,,,juvenile,7941440,,,ocn890659779,http://books.google.com/books?id=KJVTAAAAYAAJ,,
,"story Lizzie told, The",,,"Prentiss, E. (Elizabeth), 1818-1878","Jenkins, Edward O. (str, prt)",New York,Anson D. F. Randolph & Co.|||A.D.F. Randolph & Co,c1870,c1870||||||1870,,,,monographic,English,text,print,"48 p., [2] leaves of plates : ill. ; 19 cm.",Juvenile fiction|||novel,,Christian life|||Children with disabilities|||Poverty|||Children and death,,"United States, New York, New York",juvenile,5948958,,07030122,ocm21006209,,,
,"story of a bad boy, The",,,"Aldrich, Thomas Bailey, 1836-1907",,Boston :,"Fields, Osgood, and Co.,",1870.,1870||||||1870.,,,,monographic,English,text,print|||unmediated|||volume,"261, 23 pages : illustrations ; 18 cm",Fiction|||History|||Juvenile fiction|||Juvenile works|||text,The boyhood adventures of a mischievous lad in nineteenth-century New England are based on the author's own experiences.,Boys|||Manners and customs|||History|||Social life and customs,,New England|||United States,juvenile,8868092,,,ocm00231175,,,
,"story of a bad boy, The",,,"Aldrich, Thomas Bailey, 1836-1907",,Boston,"Houghton, Mifflin",[c1897],[c1897]||||||1897,,,47th ed.,monographic,English,text,print,261 p. : ill. ; 18 cm.,,,,,,juvenile,1116812,,,02691615,,,
,"story of a cat, The",,,"La Bédollière, Emile de, 1812-1883","Aldrich, Thomas Bailey, 1836-1907 (translator)|||Hopkins, Livingston, 1846-1927 (illustrator)",Boston,"Houghton, Mifflin and Company",1879,1879||||||1878,,,,monographic,English,text,print|||unmediated|||volume,100 pages : illustrations ; 21 cm,Fiction|||Juvenile fiction|||Juvenile works|||text,,Cats|||Pets|||Older women,,,juvenile,8865463,,,ocn430942964,,,
,"story of a short life, The",,,"Ewing, Juliana Horatia, 1841-1885",,New York,E.P. Dutton and Company,1892,1892,,,,monographic,English,text,print|||unmediated|||volume,181 pages : illustrations ; 22 cm,Fiction|||Juvenile fiction|||Juvenile works|||text,,Conduct of life|||Sisters|||Parent and child|||Dogs,,,juvenile,9028869,,,ocm06416551,,,
,"story of a short life, The",,,"Ewing, Juliana Horatia, 1841-1885","Browne, Gordon, 1858-1932|||Society for Promoting Christian Knowledge (Great Britain)",London|||New York,Society for Promoting Christian Knowledge|||E. S. Gorham,[between 1894 and 1896?],[between 1894 and 1896?]|||1894/1896,,,"166,000th.",monographic,English,text,print,82 p. : ill. ; 22 cm.,Juvenile fiction,,Soldiers|||Conduct of life,,,juvenile,4011516,,,ocm12498603,,,
,"story of a short life, The",,,"Ewing, Juliana Horatia, 1841-1885","Browne, Gordon, 1858-1932 (ill)",Boston,Roberts Brothers,1886,1886,,,,monographic,English,text,print,130 p. : ill. ; 18 cm.,,,,,,juvenile,1496794,,,12595455,,,
,"story of a short life, The",,,"Ewing, Juliana Horatia, 1841-1885",,London|||New York,Society for Promoting Christian Knowledge|||E & J.B. Young,[1887?],[1887?]||||||1887,,,,monographic,English,text,print,82 p. illus. 21 cm.,,,,,,juvenile,7203870,,,ocm25484599|||25484599,,,
,"story of ancient history: from the earliest periods to the fall of the Roman empire, The",,The story of American history,"Abbott, Jacob, 1803-1879","Abbott, Jacob, 1803-1879",New York,Harper & Brothers,c1855,c1855||||||1855,,,,monographic,English,text,print,160 p. : ill. ; 17 cm.,,,"History, Ancient",,,,470815,,,12408468,,,
,"story of Colette: from the French of La neuvaine de  Collette, The",,,"Schultz, Jeanne.",,New York,D. Appleton,"1895, c1891","1895, c1891||||||1895",,1891,,monographic,English,text,print,195 p. : ill. ; 21 cm.,,,,,,,3872571,,,ocm04100510,,,
,Story of Columbus,,,"Pratt-Chadwick, Mara L. (Mara Louise)",,Boston|||New York|||Chicago,Educational Publishing Company|||Educational Publishing Company,©1892,©1892||||||1892,,,,monographic,English,text,print|||unmediated|||volume,"180 pages : illustrations, maps, portrait ; 18 cm.",Juvenile literature|||Juvenile works|||biography|||text,,"Explorers|||Discoveries in geography|||Discovery and exploration|||Columbus, Christopher",,"United States, Massachusetts, Boston|||America|||Spain|||North America|||South America|||United States, Illinois, Chicago|||United States, New York, New York",juvenile,9405902,,02007681,ocm03452269,,,
,"story of Griselda: with three copperplates, The",Griselda,Griselda,,,London,"Printed for Tabart and Co. at the Juvenile and School Library, no. 157, New Bond-Street",1804,1804,,,,monographic,English,text,print,"36 p., [3] leaves of plates : col. ill. ; 13 cm.",Juvenile literature,,Husband and wife|||Domestic relations|||Women|||Conduct of life|||Obedience,,,juvenile,7106923,,,ocm32283628,,,
,"Story of Jack Halyard, the sailor boy, or, The virtuous family: designed for American children in families and schools",,"Story of Jack Halyard, the sailor boy|||Virtuous family|||Jack Halyard","Cardell, William S. (William Samuel), 1780-1828","Leavenworth, M. T.|||Johnson, Lawrence, 1801-1860 (stereotyper)",Philadelphia,"Published by Uriah Hunt, 101 Market Street. And sold by the principal Booksellers throughout the U. States. Stereotyped by L. Johnson.|||Hunt, Uriah",1835,1835,,,Thirtieth ed. /,monographic,English,text,print,"[2], xviii, [1], 20-234, [10] p., [1] leaf of plates : ill. ; 15 cm.",Children's stories|||Juvenile fiction,,Adventure stories|||Seafaring life|||Conduct of life,19th century,,juvenile,1093006,,,ocn190786957,,,
