,id,title,uniform_title,alternative_title,creator,contributor,publication_place,publisher,publication_date,encoded_date,creation_date,copyright_date,edition,issuance,frequency,language,type_of_resource,format,extent,genre,abstract,subject,temporal_coverage,geographic_coverage,target_audience,isbn,lccn,oclccn,url
711,4363931,"evidence of prophecy: selected and abridged, with additional reflections from a work by A. Keith entitled ""Evidence of the truth of the Christian religion, derived from the literal fulfillment of prophecy, particularly as illustrated by the history of the Jews and by the discoveries of recent travellers."", The",,Evidence of the truth of the Christian religion,"Keith, Alexander, 1791-1880",,New York,American Tract Society,[18--?],18uu,,,,monographic,,eng,text,print,144 p. : ill. ; 16 cm.,,,"Prophecies|||Evidences, authority, etcBible",,,,,,ocm47006496,
712,674272,"evolution of ""Dodd,"": a pedagogical story, The",,,"Smith, William Hawley, 1845-1922",,Chicago|||New York,"Rand, McNally & Company",[c1884],1884,,,,monographic,,eng,text,print,"1 p. l., [5]-245 p. 20 cm.",,,,,,,,e 11001504,1593888,
713,4362422,Examples for youth: in remarkable instances of early piety,,,,"Rawes, William, 1755-1805 ()",New-York,Printed by Samuel Wood,1809,,,,,monographic,,eng,text,print,191 p. ; 17 cm.,,,Youth|||Religious life,,,,,,ocm03499990,
714,444886,Excursions in Libraria: being restrospective reviews and bibliographical notes,,,"Powell, George Herbert, 1856-1924",,London,Lawrence and Bullen,1895,,,,,monographic,,eng,text,print,"xv, 271 p. incl. illus., plates. 20 cm.",bibliography,,Books and reading|||Rare books,,,,,,2510348,
715,1036711,"Excursions in North America: described in letters from a gentleman and his young companion, to their friends in England",,,"Wakefield, Priscilla, 1751-1832",,London,"Printed for Darton, Harvey and Darton",1819,,,,"3rd ed., improved.",monographic,,eng,text,print,"xi, 371 p. : map ; 18 cm.",,,Indians of North America|||Indiens d'Amérique|||Romans|||Description and travel|||Descriptions et voyages,,,,,,ocm08106341,
716,631316,Expansive classification,,,"Cutter, Charles A. (Charles Ammi), 1837-1903",,Boston,,1891-[1904?],1891/1904,,,,monographic,,eng,text,print,2 pts. in 6 v. 26-29 cm.,,,"Classification, Expansive",,,,,,9747422,
717,7896655,"Extraordinary life and adventures of Robin Hood: captain of the robbers of Sherwood Forest : interspersed with the history of Little John and his merry men all, The",Robin Hood (Legend),,,,New-York,"Published by S. King, and sold wholesale and retail, at his store ...",1821,,,,,monographic,,eng,text,print,[7]-32 p. ; 20 cm.,Specimens,,Chapbooks|||Robin Hood (Legendary character)(Legendary character) Robin Hood,,,,,,ocm50507317,
718,7695176,"extraordinary tragical fate of Calas, or, father & son: exhibiting an unparallelled act of human butchery, committed by the hand of justice, led from her pure fountain, by malicious, evil, subtle, and designing priestcraft, aided by its powerful engine, the weak minds of infuriated fanatics, and, The",Traité sur la tolérance. English,,"Voltaire, 1694-1778",,London,Published by J. Bailey,[18--?],18uu,,,,monographic,,eng,text,print,23 p. ; 18 cm,biography,,"Religious tolerance|||History|||HuguenotsCalas, Jean 1698-1762|||Calas, Marc-Antoine -1761",,,,,,ocn870966209,
719,7893606,Fables ancient and modern,,,"Godwin, William, 1756-1836",,"New Haven, Conn.]","From Sidney's Press, for Increase Cooke and Co.",1807,,,,,monographic,,eng,text,print,142 p. : ill. ; 15 cm,,,Fables,,,juvenile,,,ocm21218145,
720,8592661,Fables for the frivolous (with apologies to La Fontaine),,,,"Carryl, Guy Wetmore, 1873-1904 (author.)|||Newell, Peter, 1862-1924 (illustrator.)",New York ;,"Harper & Brothers Publishers,",1899,1899,,1898,,monographic,,eng,text,print|||unmediated|||volume,"119 pages, 6 unnumbered leaves of plates : 6 illustrations ; 23 cm",text,,,,,,,,ocm10643967,
721,8841325,"fables of Æsop and others, translated into human nature, The",Aesop's fables. Selections. English,,"Bennett, Charles H. (Charles Henry), 1829-1867","Bennett, Charles H. (Charles Henry), 1829-1867 (trl)|||Swain, Joseph, 1820-1909 (egr)|||Bradbury & Evans (prt)",London,W. Kent & Co.|||W. Kent and Co,[1857],1857,,,,monographic,,eng,text,print|||unmediated|||volume,"22 leaves, [23] leaves of plates : illustrations ; 26 cm",Adaptations|||Fables-1857|||Fiction|||Satires-1857|||short story|||text,,Fables|||Animals|||Characters and characteristics|||Conduct of lifeAesop's fables,,England London,juvenile,,15002201,ocm30657276,http://books.google.com/books?id=j28AAAAAMAAJ|||http://www.archive.org/details/fablesofsopoth00benn
722,1036557,"fables of Aesop: as first printed by William Caxton in1484, with those of Avian, Alfonso and Poggio, The",Aesop's fables. English,,,"Caxton, William, approximately 1422-1491 or 1492 ()|||Jacobs, Joseph, 1854-1916 ()",London,D. Nutt,1889,,,,,monographic,,eng,text,print,"2 v. : ill., front. ; 19 cm.",,,"Fables, Greek|||Translations into English|||Fables",,,,,30000088,308366,
723,1033436,"fables of Jean de La Fontaine, The",,,"La Fontaine, Jean de, 1621-1695","Thornbury, Walter, 1828-1876 (tr.)|||Doré, Gustave, 1832-1883 (illus.)",New York,Hurst,187-?⁾,1870/1879,,,The art ed.,monographic,,eng|||fre,text,print,557 p. : ill. ; 29 cm.,,,,,,,,,9490879,
724,1033439,"fables of La Fontaine, The",Fables. English,,"La Fontaine, Jean de, 1621-1695","Thornbury, Walter, 1828-1876 ()|||Doré, Gustave, 1832-1883 ()",London|||New York,"Cassell, Petter and Galpin",[1873?],1873,,,,monographic,,eng|||fre,text,print,"lxiv, 839 p. incl. front. (port.) illus.",Translations into English,,"Fables, French",,,,,,ocm12202550,
725,1034858,"Fables, selected from the works of Northcote, Bewick and others: Embellished with numerous engravings on wood",,,"Northcote, James, 1746-1831","Bewick, Thomas, 1753-1828 ()",New York,"Leavitt, Trow",1848,,,,,monographic,,eng,text,print,251 p. ill. 17 cm.,,,,,,,,,ocm14981314,
726,997790,Fabulous histories: designed for the instruction of children respecting their treatment of animals,,The history of the robins,"Trimmer, Sarah, 1741-1810","Francis, Charles, and John Rivington (publishers.)|||Baldwin, Cradock, and Joy (publishers.)",London,"Printed for F. C. and J. Rivington, No. 62, St. Paul'sChurch-Yard, and No. 3, Waterloo-Place, Pall-Mall; and Baldwin, Cradock, & Joy,47, Paternoster-Row",1821,,,,Eleventh ed.,monographic,,eng,text,print,"iv, 168 p. ; 18 cm.",,,Animal welfare|||Juvenile fiction|||Conduct of life,,,juvenile,,,9209692,
727,8541089,"face illumined, A",,,"Roe, Edward Payson, 1838-1888",,New York :,"P.F. Collier & Son,",[1878].,1878,,1878,,monographic,,eng,text,print|||unmediated|||volume,"521 pages, 1 unnumbered leaf of plates : 1 illustration ; 21 cm",text,,,,,,,,ocm04719996,
728,6864799,"Facts and fancies for school-day reading: a sequel to ""Morals of manners""",,,"Sedgwick, Catharine Maria, 1789-1867",,New York|||London,Wiley & Putnam,1848,,,,,monographic,,eng,text,print,"2 p. l., 216 p. front., pl. 15 x 11 cm.",,,Readers,,,,,a 33000705,ocm16860396,
729,4414231,Facts for boys and girls about boys and girls,,,"Donkersley, Richard.","Felter, John D. (egr)",New York,"Carlton & Porter|||Sunday-School Union|||Carlton & Porter|||Methodist Episcopal Church, Sunday School Union.",c1865,1865,,,,monographic,,eng,text,print,"284 p., [6] leaves of plates : ill. ; 16 cm.",Juvenile fiction|||novel,,Children|||Religious life|||Christian life|||Children's stories,,United States New York New York,juvenile,,,ocm48914792,
730,1078457,Facts not fables,,,"Williams, Charles, 1796-1866",,New York,"Nafis & Cornish, Piercy & Reed, Printers",1843,,,,,monographic,,eng,text,print,230 p. : ill. ; 15 cm,Juvenile literature|||Juvenile works,,Children|||Conduct of life|||Natural history,,,juvenile,,,ocm08330041,
731,7180494,"fair barbarian, A",,,"Burnett, Frances Hodgson, 1849-1924","Rand, Avery & Co (prt, str)",Boston,J.R. Osgood and Company|||James R. Osgood and Company,1881 (,1881,,,,monographic,,eng,text,print,258 p. 18 cm.,Fiction,,Americans|||Villages,,,,,6016428,ocm00475334|||475334,
732,8061896,"fair maid of Fez: a novel, The",,,"Rathborne, St. George, 1854-1938",,New York,Street & Smith,©1898,1898,,,,monographic,,eng,text,print|||unmediated|||volume,206 pages ; 19 cm.,text,,,,,,,,ocm10415122,
733,6556421,Fairies of our garden,,,"Watson, Emily H.",,Boston,J.E. Tilton,1867,,,,,monographic,,eng,text,print,377 p. ; 19 cm.,,,"Children's stories|||Fairies|||Juvenile fiction|||Mythology|||Christian martyrs|||HistoryCrawford, Thomas 1813 or 14-1857",,,juvenile,,,ocm03236948,
734,1082483,"Fairing, or, Golden toy, The",,Golden toy,,,York,"Printed by T. Wilson and R. Spence, High-Ousegate",1805,,,,,monographic,,eng,text,print,84 p. : ill. (woodcuts) ; 11 cm.,,,Conduct of life|||Juvenile fiction|||Fairs|||Children's stories,,,juvenile,,,23997779,
735,1019845,Fairy book: the best popular stories selected and rendered anew,,,"Craik, Dinah Maria Mulock, 1826-1887",,New York,Harper & Brothers,[189-?],189u,,,,monographic,,eng,text,print|||unmediated|||volume,479 pages : illustrations ; 20 cm,text,,Fairy tales,,,juvenile,,,ocm08962910,
736,7896657,"fairy fish, The",,,,,London :,"R. March, 18, St. James' Walk,",[1877 or 1888],1877/1878,,,,monographic,,eng,text,print|||unmediated|||volume,8 unnumbered pages : illustrations (woodcuts) ; 13 cm,Specimens|||text,,"Chapbooks, English|||Chapbooks",,,juvenile,,,ocn953876441,
737,1094153,"fairy gifts: and Tom Hickathrift, The",,Tom Hickathrift,,"Fell, Herbert Granville, 1872-1951 (ill)|||Bell, Robert Anning, 1863-1933 (egr)|||Turnbull & Spears (prt)",London,J.M. Dent & Co.|||J.M. Dent & Co,1895,,,,,monographic,,eng,text,print,"60, [2] p., [1] leaf of plates : ill. ; 15 cm.",Children's stories-1895|||Juvenile fiction|||novel,,Children|||Conduct of life|||Children's stories,,England London|||Scotland Edinburgh,juvenile,,,ocn155724910,
738,7232756,"fairy godmothers: and other tales, The",,,"Gatty, Alfred, Mrs, 1809-1873","Barker, Lucette E. ()",London,"George Bell, 186, Fleet Street",1851,,,,,monographic,,eng,text,print,"[6], 153, [1] p., [1] leaf of plates : ill. ; 19 cm.",Fairy tales|||Juvenile literature,,Conduct of life,,,juvenile,,,ocm14354757,
739,7690228,Fairy stories with a purpose,,Truths and fancies from fairy land,"Adams, W. H. Davenport (William Henry Davenport), 1828-1891",,"London, etc",T. Nelson and sons,1871,,,,,monographic,,eng,text,print,"128 p., [3] leaves of plates : ill. ; 17 cm.",Juvenile fiction,,Fairy tales|||Conduct of life,,,juvenile,,,ocm79644315,
740,7897971,Fairy tales and legends of many nations,,Legends from fairyland,"Burkhardt, Charles B.",,New York,James Miller,1873,,,,,monographic,,eng,text,print,302 p. : ill. ; 18 cm.,,,Fairy tales|||Legends,,,juvenile,,,ocn888228818,
741,1080420,Fairy tales and novels,,,"Aulnoy, (Marie-Catherine), Madame d', 1650 or 1651-1705",,London,Walker and Edwards,1817-,1817/9999,,,,monographic,,eng,text,print,2 v. : ill. ; 15 cm.,,A collection of classic fairy tales.,Fairy tales,,,juvenile,,65072783,23303033,
742,8201670,Fairy tales and stories,Tales. Selections. English,Andersen's fairy tales,"Andersen, H. C. (Hans Christian), 1805-1875","Dulcken, H. W. (Henry William), 1832-1894 (tr.)|||Bayes, Alfred Walter, 1832-1909 (ill.)|||Dalziel Brothers (engraver.)|||George Routledge and Sons (publisher.)|||Armstrong & Co. (Boston, Mass.) (lithographer.)",New York|||London and Manchester,"George Routledge & Sons, Limited, 27 and 29 West 23rd St.",[187-?],187u,,,,monographic,,eng|||dan,text,print,"vii, [2], 10-512 p., [10] leaves of plates : ill. (some col.) ; 21 cm.",Fairy tales-New York (State)-New York-1870|||Juvenile literature-New York (State)-New York-1870,,"Fairy tales|||Children's stories, Danish",,,juvenile,,,ocn702718317,
743,7233435,Fairy tales,,,"Aulnoy, (Marie-Catherine), Madame d', 1650 or 1651-1705","Gilbert, John, 1817-1897 ()|||Planché, J. R. (James Robinson), 1796-1880 ()",London|||New York,"Routledge, Warne, and Routledge",1863,,,,New ed. /,monographic,,eng|||fre,text,print,"xx, 620 p., [13] leaves of plates : ill. ; 19 cm.",,,Fairy tales,,,,,,ocm13280304,
744,1283552,Fairy tales far and near,,,"Quiller-Couch, Arthur, 1863-1944","Millar, H. R. ()|||Frederick A. Stokes Company ()",New York,Frederick A. Stokes Company,1895,,,,,monographic,,eng,text,print,196 p. : ill. ; 19 cm.,,,Fairy tales,,,juvenile,,,23352935,
745,1013293,Fairy tales from the far north,,,"Asbjørnsen, Peter Christen, 1812-1885","Braekstad, Hans Lien. ()",New York,"A. L. Burt Company, Publishers",1897⁾,1897,,,,monographic,,eng|||nor,text,print,"vi, 285 1⁾ p. : ill. ; 19 cm.",,,Fairy tales,,,juvenile,,,5103948,
746,8991847,"fairy tales of Hans Christian Andersen, The",Tales. Selections. English,Hans Andersen's fairy tales,,"Andersen, H. C. (Hans Christian), 1805-1875 (author.)|||Stratton, Helen (illustrator.)|||Truslove, Hanson & Comba (publisher.)",New York :,"Truslove, Hanson & Comba, Ltd.,",1899,1899,,,,monographic,,eng,text,print|||unmediated|||volume,"xvi, 320 pages : illustrations ; 28 cm",Translations|||Translations into English|||text,,"Children's stories, Danish|||Fairy tales",,,,,,ocm22486552,
747,7247104,"fairy tales of Hans Christian Andersen, The",Tales. English. Selections,Hans Andersen's fairy tales,"Andersen, H. C. (Hans Christian), 1805-1875","Stratton, Helen. (ill)|||Butler & Tanner Ltd (prt)|||Selwood Printing Works (prt)|||Archibald Constable & Co ()",London],"George Newnes, Ld.|||George Newnes, Limited",1899,,,,,monographic,,eng,text,print,"xvi, 320 p. : ill. ; 28 cm.",Children's stories|||Fairy tales|||novel,,,,England London|||England Frome,juvenile,,,ocm47262496,
748,7940960,Faith Gartney's girlhood,,,"Whitney, A. D. T. (Adeline Dutton Train), 1824-1906",,Boston,"Houghton, Mifflin and Co.",1885,,,,12th ed.,monographic,,eng,text,print|||unmediated|||volume,"348 pages frontispiece, plates 19 cm",text,,,,,,,,ocm13140068,
749,7896661,"faithful account of the last illness and death of her most gracious majesty, Queen Caroline: with the particulars of the procession, &c. &c, A",,,,Dean & Munday (publisher.),London :,"Printed and sold by Dean and Munday, Threadneedle-Street,",[1821?],1821,,,Second edition.,monographic,,eng,text,print|||unmediated|||volume,"26 pages, 1 unnumbered leaf of plates : 1 color illustration ; 18 cm",Specimens|||biography|||text,,"Death and burial|||Funeral rites and ceremonies|||Chapbooks, English|||ChapbooksQueen, consort of George IV, King of Great Britain Caroline 1768-1821",,,,,,ocm29153896,
750,1025911,"Family pastime; or, homes made happy: A collection of games for the social circle",,,,,New York,Bunce & Brother,c1855⁾,1855,,,,monographic,,eng,text,print,222 p. : ill. ; 19 cm.,,,Games,,,,,,21221274,
751,948715,"family tour through the British Empire: containing some account of its natural and artificial curiosities, history, and antiquities, interspersed with biographical anecdotes particularly adapted to the amusement and instruction of youth, A",,,"Wakefield, Priscilla, 1751-1832",,Philadelphia,Published and sold by Jacob Johnson,1804,,,,,monographic,,eng,text,print,"iv, 354 p. : 1 folded map ; 17 cm.",,,Description and travel,,,,,97207903,ocm03779185,
752,1627730,"famous history of the two unfortunate lovers, Hero & Leander, The",,,,,Glasgow,Printed for the Booksellers,[18--?],1800/1850,,,,monographic,,eng,text,print,24 p. 16 cm.,,,"Chapbooks, Scottish",,,,,,7345540,
753,619620,Famous men of ancient times,,,"Goodrich, Samuel G. (Samuel Griswold), 1793-1860",,Boston,"Bradbury, Soden",1843,,,,,monographic,,eng,text,print,310 p. illus. 18 cm.,biography,,Biography|||Juvenile literature,,,,,2018001,4031572,
754,1038422,Famous men of modern times,,,"Goodrich, Samuel G. (Samuel Griswold), 1793-1860",,Boston,"Bradbury, Soden",1843,,,,2nd ed.,monographic,,eng,text,print,288 p. : ill. ; 18 cm.,biography,,Biography|||Juvenile literature,,,,,,8442153,
755,1038409,Famous types of womanhood / by Sarah Knowles Bolton,,,"Bolton, Sarah Knowles, 1841-1916",,New York,Thomas Y. Crowell,c1892,1892,,,,monographic,,eng,text,print,350 p. : ill. ; 19 cm.,,,Women|||Biography,,,,,,880176,
756,1123523,Fanciful tales,,,"Stockton, Frank R., 1834-1902","Langworthy, Julia Elizabeth. ()",New York,C. Scribner,c1894,1894,,,,monographic,,eng,text,print,"xiii, 135 p., [4] leaves of plates : ill. ; 19 cm.",,,,,,,,4035679,5164691,
757,1094151,"Fanny Mansfield, or, The adopted sister",,Fanny Mansfield|||Adopted sister,,"American Sunday-School Union, Committee of Publication. ()|||American Sunday-School Union (publisher.)",Philadelphia :,"American Sunday-School Union, no. 146 Chestnut Street,",[1847],1847,,1847,,monographic,,eng,text,print|||unmediated|||volume,190 pages : illustrations ; 15 cm,Juvenile literature-1847|||Sunday school literature-1847|||text,,Children's stories|||Sunday school literature,,,juvenile,,2013656525,ocm16693349,
758,7948921,"faries & the alphabet, The",,Fairies & the alphabet|||Fairies and the alphabet|||Pleasant tale of the alphabet and the fairies,,"Barfoot, James Richard, 1794-1863 (illustrator.)",London,"Cowan & Standring, 8 & 9 Finsbury Street",[approximately 1855?],1855,,,,monographic,,eng,text,print|||unmediated|||volume,7 unnumbered leaves : color illustrations ; 21 cm.,text,,Alphabet rhymes,,,,,,ocn667881537,
759,1076988,"farm: a new account of rural toils and produce, The",,,"Taylor, Jefferys, 1792-1853","Bentley, Samuel, 1785-1868 (prt)",London (St. Paul's Church Yard),"John Harris|||Harris, John, 1756-1846",1832,,,,,monographic,,eng,text,print,"viii, 175, [6] p., [29] leaves of plates : ill. ; 14 cm.",Fiction|||Juvenile fiction|||Juvenile works|||novel,,Children|||Conduct of life|||Farm life|||Cousins|||Pride and vanity|||Grandmothers,,England London,juvenile,,4021239,ocm01158619,
