id,title,uniform_title,alternative_title,creator,contributor,publication_place,publisher,publication_date,encoded_date,creation_date,copyright_date,edition,issuance,language,type_of_resource,format,extent,genre,abstract,subject,temporal_coverage,geographic_coverage,target_audience,isbn,lccn,oclccn,url
638356,"Class catalogue and author index of the Osterhout Free Library, Wilkes-Barre, Pa: 1889",,,,"Osterhout Free Library (Wilkesbarre, Pa.)","Wilkes-Barre, Pa",[Press of R. Baur & son],1889,,,,,monographic,English,text,print,"1 p. l, [iii]-xii p., 1 l., 434, xvi p. 24 cm.",,,Classified catalogs (Dewey decimal),,,,,03023520,12288064,
638374,"Class catalogue and author index of the Osterhout Free Library, Wilkes-Barre, Pa: First supplement, 1889-1895",,,,"Osterhout Free Library (Wilkesbarre, Pa.)","Wilkes-Barre, Pa",Press of R. Baur & son,1895,,,,,monographic,English,text,print,"vi, 457 p. ; 24 cm.",,,Classified catalogs (Dewey decimal),,,,,z 03023520,12631974,
630745,"classification and subject index, for cataloguing and arranging the books and pamphlets of a library, A",,,"Dewey, Melvil, 1851-1931","Brick Row Shop, New York.","Amherst, Mass",,1876,,,,,monographic,English,text,print,"42, [1] p. : 25 cm.",,,"Classification, Decimal",,,,,,05747872,
7742471,Claudia: a tale,,,"A. L. O. E., 1821-1893",,New York :,"T. Nelson and Sons,|||Thomas Nelson & Sons",1872.,1872,,,,monographic,English,text,print|||unmediated|||volume,359 pages : illustrations ; 16 cm.,Juvenile fiction|||text,,English literature|||Young women|||Nuns|||Friendship|||Deception|||Children's stories,19th century,,juvenile,,,ocn885035457,
998235,Clauss primer,,,,Archer Printing Company (printer)|||Manz Engraving Co (engraver),"Fremont, Ohio :|||Fort Wayne, Ind. :","The Clauss Shear Co.,|||The Archer Printing Company,|||Clauss Shear Company (Fremont, Ohio)",[between 1887 and 1919],1887/1919,[between 1887 and 1919],,,monographic,English,text,print|||unmediated|||volume,[16] pages : color illustrations ; 22 cm,Catalogs|||text,,Scissors and shears|||Alphabet books|||Children's poetry,,,,,,ocm18690873,
8235569,"clocks of Rondaine and other stories, The",,,"Stockton, Frank R., 1834-1902","Blashfield, Edwin Howland, 1848-1936 (ill)|||Rogers, W. A. (William Allen), 1854-1931 (ill)|||Beard, Daniel Carter, 1850-1941 (ill)|||J.J. Little & Co (prt)",New York,Charles Scribner's Sons|||Charles Scribner's Sons,1892,,,,,monographic,English,text,print|||unmediated|||volume,"x, 174, [16] pages : illustrations ; 22 cm",Children's stories-1892|||Juvenile fiction|||Publishers' catalogues-1892|||novel|||text,,Children|||Conduct of life|||Children's stories,,"United States, New York, New York",juvenile,,08015533,ocm02674998,
4363914,"clouded intellect, The",,,,,New York,R. Carter and Brothers,1866,,,,,monographic,English,text,print,125 p. : ill. ; 16 cm.,,,,,,juvenile,,,ocm15464410,
1559929,Clover,,,"Coolidge, Susan, 1835-1905","McDermot, Jessie (ill)",Boston,Roberts Brothers,1888,,,,,monographic,English,text,print,304 p. incl. front. plates. 18 cm.,,,,,,juvenile,,04016485,00647382,
7789228,"Cobb's juvenile reader no. 2: containing interesting, moral, and instructive reading lessons, composed of words of one, two and three syllables, designed for the use of small children, and, in connexion with no. 1, to accompany the spelling-book in families and schools",,Juvenile reader no. 2,"Cobb, Lyman, 1800-1864",,"Erie, Pa",O. Spafford,"1841, c1831",1841,,1831,,monographic,English,text,print,"viii, 142 p. : ill. ; 15 cm",,,Readers (Elementary),,,,,,ocn870650986,
1040807,"Cobwebs to catch flies: or, Dialogues in short sentences : adapted to children from the age of three to eight years",,,"Lovechild, Mrs, 1744-1813",,New York|||Boston,C. S. Francis & Co.|||J.H Francis,1851,,,,"New ed.,",monographic,English,text,print,120 p. : ill. ; 15 cm.,,,Children's poetry,,,juvenile,,,06439939,
4644050,Cock Robin,Cock Robin,,,,New York],Copyrighted 1888 by McLoughlin Bro's New-York.|||McLoughlin Bros,[1888?],1888,,,,monographic,English,text,print,[16] p. : col. ill. ; 28 cm.,Juvenile poetry|||Juvenile works|||Poetry,,Children's poetry|||Picture books for children|||Birds|||Weddings|||Funeral rites and ceremonies,,"United States, New york, New York",juvenile,,,ocn191235011,
7896557,Cock Robin,,Life and death of Cock Robin,,,London,"Printed and Sold by J.T. Wood, 278, Strand",[between 1858 and 1874],1858/1874,,,,monographic,English,text,print,8 p. : ill. (woodcuts) ; 11 cm.,Juvenile poetry|||Juvenile works|||Poetry|||Specimens,,Birds|||Chapbooks,,,juvenile,,,ocm30682345,
7896552,Cock Robin,,,,,[London?] :,"[publisher not identified],",[between 1800 and 1899],18uu,,,,monographic,English,text,print|||unmediated|||volume,8 unnumbered pages : illustrations (woodcuts) ; 13 cm,Juvenile poetry|||Juvenile works|||Poetry|||Specimens|||text,,"Birds|||Nursery rhymes|||Chapbooks, English|||Chapbooks",,,juvenile,,,ocn953876827,
8841299,Cock Robin's death & burial,Cock Robin,,,,London,F. Warne,[approximately 1875],1875,,,,monographic,English,text,print|||unmediated|||volume,8 unnumbered leaves : color illustrations ; 24 cm.,text,,Cock Robin (Fictitious character)|||Nursery rhymes,,,juvenile,,,ocm40973278,
7793712,Cocky Locky and Henny Penny,Chicken Licken,Remarkable story of Henny Penny,,,New York,McLoughlin Bros.,[between 1850 and 1869],1850/1869,,,,monographic,English,text,print,8 leaves : col. ill. ; 27 cm.,Juvenile fiction,,Children's stories|||Chickens,,,juvenile,,,ocm14524626,
7712466,"collection of hymns for the use of the Methodist Episcopal Church: principally from the collection of the Rev. John Wesley, A",,,,"Methodist Episcopal Church|||Wesley, John, 1703-1791",New York,J. Emory and B. Waugh for the Methodist Episcopal Church,1831,,,,Rev. and corr. /,monographic,English,text,print,543 p. ; 13 cm,Hymns,,"Hymns, English|||Methodist Episcopal Church",,,,,,ocm32378086|||32378086,
1036597,Colton and Fitch's introductory school geography: illustrated by twenty maps and numerous engravings,,,"Fitch, George W. (George William)","Colton, G. Woolworth (George Woolworth), 1827-1901",New York,Sheldon and Co.,1873,,,,"Rev. ed.,",monographic,English,text,print,"98 p. : ill., maps (some col.) ; 22 cm.",,,Geography|||Textbooks,1800-1870,,,,,12032134,
7682554,Come lasses and lads,,,"Caldecott, Randolph, 1846-1886",,London,George Routledge & Sons,[1884],1884,,,,monographic,English,text,print,"22, [2] p. : chiefly ill. (some col.) ; 21 x 24 cm.",,,"Songs, English|||Nursery rhymes",,,juvenile,,15002184,ocm05434988|||5434988,
7896571,"comic adventures of Old Mother Hubbard and her dog, The",Old Mother Hubbard,,"Martin, Sarah Catherine, 1768-1826",,York,Printed by James Kendrew,[ca. 1820?],1820,,,,monographic,English,text,print,16 p. illus. 10 cm.,Specimens,,Chapbooks|||Nursery rhymes,,,juvenile,,26024416,ocm06971398,
1030161,Comic tragedies,,,"Alcott, Louisa May, 1832-1888",,Boston,Roberts brothers,1893,,,,,monographic,English,text,print,"2 p. l., 7⁾-317 p. : ill., front., plates ; 18 cm.",,,,,,,,12030101,05346367,
7896563,"comical adventures of Tim Dump & his dog, The",,"Tim Dump & his dog|||Adventures of Timothy Dump, and his dog Toby",,,New-York :,"[J.S. Horton?],",[between 1840 and 1849?],184u,,,Horton's edition.,monographic,English,text,print|||unmediated|||volume,8 unnumbered leaves : color illustrations ; 20 cm,Specimens|||text,,Chapbooks,,,juvenile,,,ocm78627553,
7893458,"complete poetical works of Robert Burns, The",Poems,Burns' poems and songs,"Burns, Robert, 1759-1796|||Currie, James, 1756-1805",,London :,"Printed for Scott, Webster and Geary,",1837.,1837,,,New edition.,monographic,English,text,print|||unmediated|||volume,"xxiv, 60, 564 pages, 1 unnumbered leaf of plates : 1 illustration ; 14 cm",Poetry|||Texts|||text,,"Songs, Scots|||Burns, Robert 1759-1796",,Scotland,,,,ocn557511214,
1109264,Complete works of Robert Burns,Works. 1877,,"Burns, Robert, 1759-1796","Smith, Alexander, 1830?-1867",New York,Thomas Y. Crowell,[1877?],1877,,,,monographic,English,text,print,"lxii, 636 p. : front. ; 19 cm.",,,"Burns, Robert 1759-1796",,,,,,24499972,
1032882,"complete works of Shakespeare, The",,,"Shakespeare, William, 1564-1616","Bryant, William Cullen, 1794-1878 (ed)|||Duyckinck, Evert A. (Evert Augustus), 1816-1878 (joint ed)|||Darley, Felix Octavius Carr, 1822-1888 (illus)|||Chappel, Alonzo, 1828-1887 (illus)",Philadelphia,Carson & Simpson,1890,,,,,monographic,English,text,print,3 v. : 100 pl. ; 31 cm.,,,,,,,,,12118442,
8957155,"concert: and other stories, The",,,"Loring, Laurie",,Boston :,"D. Lothrop & Co.,",[1875],1875,,,,monographic,English,text,print|||unmediated|||volume,pages 181-205 : illustrations ; 16 cm,text,,,,,,,,ocm81780768,
9047078,Condemned as a nihilist: a story of escape from Siberia,,,"Henty, G. A. (George Alfred), 1832-1902","Paget, Walter, 1863-1935 (illustrator)",New York,Charles Scribner's Sons|||Charles Scribner's Sons,"1899, ©1892",1899,,1892,,monographic,English,text,print|||unmediated|||volume,"332, 32 pages, [9] leaves of plates (1 double) : illustrations, map ; 19 cm",Fiction|||Juvenile fiction|||Juvenile works|||text,,Youth|||Conduct of life|||Friendship|||Revolutionaries|||Prisoners|||Escapes|||Nihilism,,Siberia|||Russia (Federation)|||Siberia (Russia),juvenile,,,ocm43965509,
470932,"Congo, or, Jasper's experience in command",,Jasper's experience in command,"Abbott, Jacob, 1803-1879","Abbott, Jacob, 1803-1879",New York,Harper & Brothers,c1857,1857,,,,monographic,English,text,print,160 p. : ill. ; 17 cm.,,,,,,,,,16688565,
6909579,"Connecticut almanac, for the year of Our Lord: calculated for the meridian of New-Haven, The","Connecticut almanac, for the year of Our Lord ... (New Haven, Conn.)",,,American Almanac Collection (Library of Congress),New-Haven,Sydney's Press for John Babcock and Son.,,18uu/18uu,,,,serial,English,text,print,v. ; 20 cm.,,,"Almanacs, American",,Connecticut,,,2003205904,ocm52343389,
8590956,Contes des fées,,,"Aulnoy, (Marie-Catherine), Madame d', 1650 or 1651-1705|||Guerrier de Haupt, Marie, 1835?-1909","Desandré, Jules (illustrator)",Paris :,"Bernardin-Béchet, Éditeur, 31, Quai des Grands-Augustins, 31,",1877.,1877,,,,monographic,English,text,print|||unmediated|||volume,"iv, 295 pages, 11 unnumbered leaves of plates : illustrations ; 18 cm",text,,"Fairy tales|||Children's stories, French",,France,,,,ocn958370757,
4644577,"contrast, or, How to be happy, The",,How to be happy,"Elliott, Mary, approximately 1792-",,New York,McLoughlin Bros.|||McLoughlin Bros,[1850?],1850,,,,monographic,English,text,print,"31 p. : ill., 19 cm.",Juvenile fiction,,Happiness,,"United States, New York, New York",juvenile,,,ocm36131686,
7885217,"conversations of Emily, The",,,,"Epinay, Louise Florence Pétronille Tardieu d'Esclavelles.|||Miner, Asher, 1778-1841 (printer)",Philadelphia,"Published by M. Carey & Son, no. 121, Chestnut-Street.|||M. Carey & Son",1817,,,,,monographic,French|||English,text,print,"iv, 200 p. ; 15 cm.",Dialogues|||Juvenile fiction|||Juvenile literature-1817|||Ornate types (Type evidence),,Children's stories|||Girls|||Conduct of life|||Mothers and daughters|||Education|||Women as authors,,"United States, Pennsylvania, Philadelphia|||United States, Pennsylvania, Doylestown",juvenile,,,ocn207449884,
8838501,"coon alphabet, A",,,"Kemble, E. W. (Edward Windsor), 1861-1933",,New York :,R.H. Russell ;,1898.,1898,,,,monographic,English,text,print|||unmediated|||volume,[56] leaves : illustrations ; 28 cm,Alphabet books|||Caricatures and cartoons|||Specimens|||text,,African Americans|||Alphabet books,,Southern States,juvenile,,98001232,ocm07481053,
7909449,"corner stall: a New York story, The",,,"Wright, Julia McNair, 1840-1903","Kilburn, Samuel Smith (engraver)|||Matthews-Robinson (engraver)",Boston,"Henry Hoyt|||Hoyt, Henry",c1868,1868,,,,monographic,English,text,print,"257 p., [3] leaves of plates : ill. ; 18 cm.",,,,,Massachusetts,juvenile,,2006566510,ocm62897703,
9047079,"cornet of horse: a tale of Marlborough's wars, The",,,"Henty, G. A. (George Alfred), 1832-1902",,New York,"Wm. L. Allison Co., Publishers|||Wm. L. Allison Company",[1898?],1898,,,,monographic,English,text,print|||unmediated|||volume,"363, [6] pages, [6] leaves of plates : illustrations ; 20 cm.",Fiction|||text,,"Spanish Succession, War of, 1701-1714|||Duke of Marlborough, John Churchill 1650-1722|||Spanish Succession, War of (1701-1714)",1701 - 1714,,,,,ocn317847826,
1076549,"cottage in the chalk-pit, The",,,"Mant, Alicia Catherine, -1869",,London,Printed for Harvey and Darton,1822,,,,,monographic,English,text,print,"vi⁾, 255, 3⁾ p. : ill., front. ; 14 cm.",,,,,,,,,08458466,
9049038,"Cottage lessons, or, A second step to learning: intended as a a sequel to The cottage primer",,Cottage lessons|||Second step to learning|||Cottage primer,,"Hailes, N. (bookseller)|||Sutherland, J., bookseller|||Wilson, W. (William), active 1799-1827 (printer)|||Baldwin, Cradock, and Joy (bookseller)|||T. and J. Hoitt (Firm) (bookseller)|||Hillyard and Morgan (bookseller)",London|||Liverpool|||Bristol|||Edinburgh (Calton-street),"Published by G. Walker, 106, Great Portland Street|||Sold also by Baldwin, Cradock and Joy, Paternoster Row|||Hailes, London Museum|||T. and J. Hoitt, Upper Berkley-street|||Willan|||Hillyard and Morgan|||And J. Sutherland|||Walker, George, 1772-1847",1817,,,,,monographic,English,text,print|||unmediated|||volume,"47, [1] pages : illustrations ; 14 cm",Juvenile literature|||Juvenile works|||Specimens|||text,,"Readers (Elementary)|||Conduct of life|||Chapbooks|||Chapbooks, English",,,juvenile,,,ocm63067466,
4198484,"cotton-tree, or, Emily, the little West Indian: a tale for young people, The",,,"Lynch, Theodora Elizabeth, 1812-1885","Lynch, Theodora Elizabeth, 1812-1885",Edinburgh,Johnstone and Hunter,1854,,,,,monographic,English,text,print,"ix, 124 p. ; 17 cm.",,,,,,,,,ocm25075285,
7942826,"counterpane fairy, The",,,"Pyle, Katharine, 1863-1938",,New York,Dutton,©1898,1898,,,,monographic,English,text,print|||unmediated|||volume,"191 pages, [1] leaf of plates : illustrations ; 20 cm",Fiction|||text,,Fairies,,,juvenile,,,ocm08934353,
4374886,"country pastor and his flock: or stories of my parish, The",,,"Bouchier, Barton, 1794-1865",,London,John Farquhar Shaw,1860,,,,,monographic,English,text,print,"278, 24 p. : ill. ; 17 cm.",,,,,,,,,ocm62204602,
4644086,Country pets,,,,"Weir, Harrison, 1824-1906",London,Frederick Warne & Co.,[188-?],188u,,,,monographic,English,text,print,"6 leaves, [6] leaves of plates : col. ill. ; 27 cm.",Juvenile literature|||Juvenile works,,Domestic animals,,,juvenile,,,ocm18161478,
7885587,Country walks for little folks,,,,,London :|||[London] :,"Charles Tilt, Fleet Street,|||C. Whittingham, Tooks Court, Chancery Lane,|||Tilt, Charles, 1797-1861",[1842],1842,[1842],,,monographic,English,text,print|||unmediated|||volume,"191 pages, 1 unnumbered page : 48 illustrations ; 77 mm.",Juvenile literature|||Specimens|||text,,Country life|||Miniature books,,,juvenile,,2013656590,ocn864710104,
4644503,"courtship and marriage of Lord Bluebottle and Miss Ladybird, The",,,,,London (47 Leonard St. Finsbury),Published by A. Park,[between 1836 and 1841],1836/1841,,,,monographic,English,text,print,[8] leaves : col. ill. ; 27 cm.,Juvenile poetry,,"Children's poetry, English|||Insects",,,juvenile,,,ocm63085978,
6487177,"courtship, marriage, and pic nic dinner of Cock Robin and Jenny Wren, The",Cock Robin,"Courtship, marriage, and picnic dinner of Cock Robin and Jenny Wren",,"Kendrew, James (printer)",York,Printed by J. Kendrew,[1820?],1820,,,,monographic,English,text,print,16 p. : ill. ; 96 mm.,Juvenile literature-1820|||Specimens,,Nursery rhymes|||Children's poetry|||Cock Robin (Fictitious character)|||Miniature books|||1820,,England,juvenile,,26024409,ocm17545030,
1031075,"courtship of Miles Standish: and other poems, The",,,"Longfellow, Henry Wadsworth, 1807-1882",,Boston,Ticknor and Fields,"1859, c1858",1859,,,,monographic,English,text,print,"215, 16 p. ; 19 cm.",,,"Poetry|||History|||Standish, Myles 1584?-1656",Colonial period (New Plymouth),Massachusetts,,,,00603023,
8993381,"cousin from India: a book for girls, The",,,"Craik, Georgiana M. (Georgiana Marion), 1831-1895","Craik, Dinah Maria Mulock, 1826-1887|||Frølich, Lorenz, 1820-1908 (illustrator)",New York :,"Harper & Brothers, publishers, Frankin Square,|||Harper & Brothers",1874.,1874,,,,monographic,English,text,print|||unmediated|||volume,"229, 6 pages, 3 unnumbered leaves of plates : illustrations ; 18 cm.",Fiction|||Juvenile fiction|||Juvenile works|||novel|||text,,Cousins|||Children and death|||Wealth|||Obedience|||Children|||Conduct of life,,India,juvenile,,,on1004377270,
8364999,Cousin Lucy at play,,,"Abbott, Jacob, 1803-1879","Worcester, Fernando Edwards, 1818- (wood-engraver)|||Boston Type and Stereotype Foundry (stereotyper)",Boston :|||[Boston] :,"Published by B.B. Mussey,|||Stereotyped at the Boston Type and Stereotype Foundry,|||Mussey, Benjamin B., -1857",1842.,1842,[1842],,,monographic,English,text,print|||unmediated|||volume,180 pages : illustrations ; 16 cm,Juvenile literature-1842|||text,,,,Maine,juvenile,,21012213,ocm02844422,
