id,title,uniform_title,alternative_title,creator,contributor,publication_place,publisher,publication_date,encoded_date,creation_date,copyright_date,edition,issuance,language,type_of_resource,format,extent,genre,abstract,subject,temporal_coverage,geographic_coverage,target_audience,isbn,lccn,oclccn,url
7894548,"little story teller, The",,,,,Leeds :,"J. Roberts, Wood-Street,",[between 1835 and 1837?],1835/1837,,,,monographic,English,text,print|||unmediated|||volume,12 pages : illustrations ; 11 cm,Specimens|||text,,"Chapbooks|||Chapbooks, English",,,,,,ocn953875492,
9036318,Little Sunshine's holiday: a picture from life,,,"Craik, Dinah Maria Mulock, 1826-1887",,New York: :,"Harper & Brothers, publishers, Franklin Square.,|||Harper & Brothers",1874.,1874,,,,monographic,English,text,print|||unmediated|||volume,"210, 8 pages, 2 unnumbered pages, 3 unnumbered leaves of plates : illustrations ; 17 cm.",Fiction|||Fishing stories|||Juvenile fiction|||Juvenile works|||novel|||text,,Girls|||Fishing stories|||Only child|||Truth|||Vacations|||Children|||Conduct of life,,,juvenile,,,on1011501448,
5860467,Little Susy's little servants,,,"Prentiss, E. (Elizabeth), 1818-1878",,New York,A.D.F. Randolph & Co.,[c1883],1883,,,,monographic,English,text,print,"2 v. in l. front., 2 pl. 18 cm.",,,Children's stories,,,juvenile,,07030076,ocm04274541|||4274541,
8958770,Little thistledown,,,,"Dunham, Oscar M. (copyright holder)",New York ;,"Cassell & Company, Limited,|||Cassell & Company",[1884],1884,,,,monographic,English,text,print|||unmediated|||volume,96 pages : illustrations ; 22 cm,text,,Children's poetry|||Children's stories,,,,,,on1002064682,
7894549,Little Tom Tucker,,,,,London,"Printed and published by W.S. Fortey, Wholesale Juvenile Book Warehouse, 2 & 3, Monmouth Court",[1859],1859,,,,monographic,English,text,print,[8] p. : ill. ; 18 cm,Specimens,,Nursery rhymes|||Chapbooks,,"England, London",juvenile,,,ocm50426294,
997241,"little tradesman, or, A peep into English industry, The",,A peep into English industry,"Strickland, Agnes, 1796-1874",,London,William Darton,1824,,,,,monographic,English,text,print,"95, 1⁾ p., 12⁾ leaves of plates : ill. ; 19 cm.",Early works to 1900|||Juvenile literature,,Occupations,,Great Britain,juvenile,,,14693731,
7894551,"little waif in the light-house, The",,,,,New York :,"Sunday-School Department, 505 Broadway,|||Methodist Episcopal Church, Sunday School Department,",[1907?],186u,,,,monographic,English,text,print|||unmediated|||volume,24 pages : 1 illustration (woodcut) ; 66 mm,Specimens|||text,,"Sunday school literature|||Chapbooks|||Chapbooks, American|||Miniature books",,,juvenile,,,ocn953964065,
4363910,"little watercress sellers, The",,,"Fry, Sarah Maria.",,Philadelphia,American Sunday School Union,[185-?],1850/1859,,,,monographic,English,text,print,35 p. illus. 16 cm.,,,,,,,,,ocm14365737,
5796228,"Little women, or, Meg, Jo, Beth, and Amy",,,"Alcott, Louisa May, 1832-1888",,Boston,Roberts Brothers,"1891, c1880",1891,,,,monographic,English,text,print,532 p. (2 v. in 1) : ill. ; 18 cm.,Juvenile fiction,,March family (Fictitious characters)|||Families|||Sisters,,New England,,,,ocm20441401,
8993659,"Little women or Meg, Jo, Beth, and Amy",,"Meg, Jo, Beth and Amy","Alcott, Louisa May, 1832-1888","Alcott, May, 1840-1879 (illustrator)|||Billings, Hammatt, 1818-1874 (illustrator)|||Andrew, John, 1815-1870 (engraver)|||Andrew, George T. (engraver)|||Matthews, George H. (engraver)|||Morse, W. H. (engraver)|||Dalziel, J (engraver)|||John Wilson and Son (printer)|||Regan and Leadbeater (stereotyper)",Boston :|||Cambridge :,"Roberts Brothers,|||Presswork by John Wilson and Son|||Stereotyped by Regan and Leadbeater|||Roberts Brothers (Boston, Mass.)",1871.,1871,,,,monographic,English,text,print|||unmediated|||volume,2 volumes (341; 359 pages) : illustrations ; 17 cm,Autobiographical fiction|||Domestic fiction|||Fiction|||text,,Mothers and daughters|||Young women|||Sisters|||Families|||March family (Fictitious characters),,New England,,,,ocm15597165,
619860,Lives of benefactors,,,"Goodrich, Samuel G. (Samuel Griswold), 1793-1860",,Boston,"Bradbury, Soden & co.",1844,,,,,monographic,English,text,print,"1 p. l., [vi], [7]-320 p. front., illus. 18 cm.",,,Biography|||Juvenile literature,,,,,02017996,04950347,
1038423,Lives of celebrated American Indians,,,"Goodrich, Samuel G. (Samuel Griswold), 1793-1860",,Boston,"Bradbury, Soden",1843,,,,,monographic,English,text,print,315 p. : ill. 18 cm.,,,Indians of North America|||Biography,,,,,,02617861,
1707463,Lives of celebrated female sovereigns and illustrious women,,,"Jameson, (Anna), Mrs, 1794-1860","Hewitt, Mary Elizabeth Moore, b. 1818",Philadelphia,Porter & Coates,[c1870],1870,,,,monographic,English,text,print,"336 p. front., ports. 19 cm.",biography,,Women|||Queens,,,,,37004636,01610273,
1038424,Lives of celebrated women,,,"Goodrich, Samuel G. (Samuel Griswold), 1793-1860",,Boston,"Bradbury, Soden & Co.",1844,,,,,monographic,English,text,print,"352 p. : ill., ports. ; 18 cm.",biography,,Women|||Biography,,,,,02017997,04031516,
1038418,Lives of girls who became famous,,Girls who became famous,"Bolton, Sarah Knowles, 1841-1916",,New York,Thomas Y. Crowell,c1886,1886,,,,monographic,English,text,print,"vi, 347, 6⁾ p. : ill., front., plates, port ; 19 cm.",,,Women|||Biography,,,,,04016937,00404758,
7893701,"Lives of learned and eminent men: taken from authentic sources, adapted to the use of children of four years old and upwards. In two volumes",,,,"Hailes, N. (bookseller)|||Hansard, T. C. (Thomas Curson), 1776-1833 (printer)|||Baldwin, Cradock, and Joy (bookseller)",London,"Printed for Baldwin, Cradock, and Joy ... and N. Hailes ...",1821-1823,1821/1823,,,,monographic,English,text,print|||unmediated|||volume,"2 volumes (4, [2], 175, [1]; [4], 204, [4] pages, [2] leaves of plates : illustrations ; 14 cm",Juvenile literature|||Juvenile works|||text,,Biography,,"England, London",juvenile,,,ocm43175294,
7885267,Lives of remarkable youth of both sexes,,,,,London,Printed for Colburn and Bentley,1832,,,,2nd ed.,monographic,English,text,print,277 p. : ill. ; 17 cm.,biography,,Children|||Biography,,,,,,ocm61495031,
7743392,"lives of the most eminent British painters and sculptors: in three [i.e. five] volumes, The",,"Painters and sculptors, vol. 1[-5]","Cunningham, Allan, 1784-1842","Gimber, Stephen Henry, 1810-1862|||Illman & Pilbrow",New York,Harper & Bros.,1844-1846,1844,,,Harper's stereotype ed.,monographic,English,text,print,5 v. : ports. ; 16 cm.,Biography,,"Painters|||Sculptors|||West, Benjamin 1738-1820|||Flaxman, John 1755-1826|||Sir Lawrence, Thomas 1769-1830|||Copley, John Singleton 1738-1815",,Great Britain,,,2001552710,ocm47767230|||47767230,
7894560,"Living skeleton: now exhibiting at the Chinese Saloon, Pall Mall : an account of that most extraordinary and interesting phenomenon, Claude Seurat, called the living skeleton, giving an accurate description of his person, and every particular relative to his singular habits, customs, &c. &c., embellished with a whole-length portrait of this curiosity of nature, The",,,,"Cruikshank, George, 1792-1878",London,"J. Limbird, 143 Strand",[1826],1826,,,,monographic,English,text,print,"24 p., [1] leaf of plates : 1 col. port. ; 20 cm",,,"Anorexia nervosa|||Seurat, Claude b. 1789",,,,,,ocm17204140,
7806530,Living waters: a Bible text book,,,,,London|||New York,"J.E. Hawkins, 13 Paternoster Row E.C.|||E.P. Dutton & Co.",[a. 1890?],1890,,,,monographic,English,text,print|||unmediated|||volume,[86] pages : color illustrations ; 86 mm,Quotations|||Specimens|||text,,Devotional calendars|||Devotional exercises|||Miniature books|||Bible,,,,,,ocm43848262|||43848262,
8333644,"Lob Lie-by-the fire, or, The luck of Lingborough",,Luck of Lingborough,"Ewing, Juliana Horatia, 1841-1885","Caldecott, Randolph, 1846-1886 (ill)|||Evans, Edmund, 1826-1905 (egr, prt)",London|||New York,Society for Promoting Christian Knowledge|||E. & J.B. Young & Co.|||Society for Promoting Christian Knowledge (Great Britain)|||E. & J.B. Young & Co,[1885?],1885,,,,monographic,English,text,print|||unmediated|||volume,72 pages : illustrations ; 22 cm,Fiction|||Juvenile fiction|||Juvenile works|||Publishers' advertisements-1885|||novel|||text,,"Children|||Conduct of life|||Old age|||Children's stories, English|||Foundlings|||Manners and customs|||Social life and customs",1800 - 1899|||19th century,"England, London|||England, Brighton|||United States, New York, New York|||England",juvenile,,,ocn647981572,
763555,"log school house on the Columbia: a tale of the pioneers of the great Northwest, The",,,"Butterworth, Hezekiah, 1839-1905",,New York,D. Appleton and Company,1890,,,,,monographic,English,text,print,"250 p., [13] leaves of plates : ill. ; 20 cm.",,,Fiction|||History,,Northwest boundry of the United States|||Oregon,,,,10645887,
648094,"London catalogue of books: with their sizes, prices, and publishers, containing the books published in London, and those altered in size or price, since the year MDCCCXIV to MDCCCXXXIX, The",,,,"Bent, Robert, publisher",London,R. Bent,1839,,,,,monographic,English,text,print,"iv, 415, [1] p. 23 cm.",catalog,,English literature|||Bibliography,,,,,06109789,02139247,
1080431,London cries for children: with twenty elegant wood cuts,,,,"Bouvier, John, 1787-1851 (printer)","London|||John Bouvier, Printer","Published by Johnson & Warner, No. 147, Market Street|||Johnson & Warner",1810,,,,,monographic,English,text,print|||unmediated|||volume,40 pages : illustrations (wood engravings) ; 14 cm,Juvenile literature|||Juvenile works|||Specimens|||text,,Cries|||Chapbooks|||Manners and customs|||Social life and customs,,London|||London (England)|||England,,,,ocm20477759,
7894561,"London jingles and country tales, for young people",,,,"Rusher, John Golby, 1784-1877 (prt)",Banbury,Printed by J.G. Rusher,[1820?],1820,,,,monographic,English,text,print,16 p. : ill. (wood engravings) ; 10 cm,Pictorial works|||Specimens,,"Nursery rhymes, English|||Chapbooks",,,juvenile,,29005458,ocm16889998,
1001268,"London new battledore, The",,,,,Penryn Cornwall⁾,Whitehorn,ca. 1830⁾,1830,,,,monographic,English,text,print,1 folded sheet (6 p.) : ill. ; 14 x 23 cm. folded to 14 x 9 cm.,,,Readers (Primary)|||Hornbooks|||Specimens,1800-1870,,juvenile,,,13819371,
1627545,"long pack : or, The robbers discovered: a Scottish story, The",,,"Hogg, James, 1770-1835",,Glasgow,Printed for the Booksellers,[1840?],1840,,,,monographic,English,text,print,24 p. ; 16 cm.,,,"Chapbooks, Scottish",,,,,,07338458,
4068555,Longman's magazine,,,,"Longman, Charles James, 1852-1934 (ed)",London,"Longmans, Green and Co.",1883-1905,1882/1905,,,,serial,English,text,print,46 v. ; 22 cm.,periodical,,,,,,,07023060,ocm01756150,
995969,"looking-glass for the mind: A reprint of the edition of 1792, with the original illustrations by Bewick, The",L'ami des enfants. English,Intellectual mirror,"Berquin, (Arnaud), M, 1747-1791","Cooper, Rev. Mr|||Newbery, John, 1713-1767|||Bewick, John, 1760-1795|||Welsh, Charles, 1850-1914",London|||New York,"Griffith, Farran, Okeden and Welsh, E. P. Dutton",1885,,,,,monographic,French|||English,text,print,"xvi, 4 . p., 2-271 p. illus. 18 cm.",,,"Children's stories, French|||Conduct of life|||Juvenile fiction",,,juvenile,,,07071654,
995970,"looking-glass for the mind, or, Intellectual mirror: being an elegant collection of the most delightful little stories & interesting tales, The",L'ami des enfants. English. Selections,Intellectual mirror,"Berquin, (Arnaud), M, 1747-1791","Bewick, John, 1760-1795|||Cooper, Rev. Mr",London : Printed for John Harris,"Longman, Hurst, Rees, Orme, and Brown [and 7 others]",1812,,,,12th ed.,monographic,French|||English,text,print,"[4], 271, [1], 12 p. : ill. ; 19 cm.",,,"Children's stories, French|||Conduct of life|||Juvenile fiction",,France,juvenile,,,13564374,
7248562,"looking-glass for the mind, or Intellectual mirror: being an elegant collection of the most delightful little stories and interesting tales, The",Ami des enfants. English. Selections,Looking glass for the mind|||Intellectual mirror,"Berquin, (Arnaud), M, 1747-1791","Baxter, George, 1804-1867 (egr)|||Gilbert & Rivington (prt)",London,"Longman, Orme, & Co [etc.]|||Cadell, Thomas, 1773-1836|||Souter, J.|||Edwards, W.|||Darton & Harvey (London, England)|||Longman, Orme & Co|||J.G.F. & J. Rivington|||Whittaker & Co|||Archibald Hamilton & Co|||Simpkin, Marshall and Co|||Houlston and Stoneman",1840,,,,20th ed.,monographic,French|||English,text,print,"vi, 224 p. : ill. ; 16 cm.",Early works to 1800|||Juvenile fiction|||Juvenile literature-1840,,Children's stories|||Conduct of life,,"England, London",juvenile,,,ocm25160188,
9034812,"Loom and lugger, or, Weavers and smugglers: a tale for the times",,Loom and lugger|||Weavers and smugglers,"Martineau, Harriet, 1802-1876",,Cinncinnati,J.A. & U.P. James|||J.A. & U.P. James (Firm),1853,,,,,monographic,English,text,print|||unmediated|||volume,2 volumes ; 16 cm,Fiction|||text,,Free enterprise|||Moral and ethical aspects|||Economics|||Free trade|||Smuggling|||Silk industry,,England,,,,ocm11422340,
8336604,Lorna Doone: a romance of Exmoor,,,"Blackmore, R. D. (Richard Doddridge), 1825-1900","Merrill, Frank T., 1848-1923 (illustrator)",New York :,"Thomas Y. Crowell & Co.,",[1893].,1893,,,Illustrated edition.,monographic,English,text,print|||unmediated|||volume,"2 volumes in 1 (vi, 295; iv, 296 pages, 17 unnumbered leaves of plates ): illustrations ; 21 cm",Fiction|||text,,"Monmouth's Rebellion, 1685|||Monmouth's Rebellion (1685)",1685,,,,,ocm12744445,
1333531,"lost children of the Alleghenies: and how they were found through a dream, The",,,"McCarthy, Charles R.",,"Huntingdon, Pa",Brethren's publishing co.,1888,,,,,monographic,English,text,print,"viii, [9]-60 p. illus. (incl. ports.) 17 cm.",,,"History|||Cox, George 1849-1856|||Cox, Joseph 1851?-1856",,Bedford County (Pa.),,,ca 17002156 /un//r,05391761,
4363934,"lost half-sovereign: or, Charity thinketh no evil, The",,,"Paull, Henry B., Mrs",,London,Jarrold & Sons,[189-?],1890/1899,,,5th ed.,monographic,English,text,print,111 p. ; 17 cm.,,,Children|||Religious life,,,,,,ocm06157932,
7180538,Lost in the cañon: the story of Sam Willett's adventures on the great Colorado of the west,,Sam Willett's adventures on the great Colorado of the west,"Calhoun, A. R. (Alfred Rochefort), 1844-1912",,New York,A.L. Burt,[c1888],1888,,,,monographic,English,text,print,267 p. : ill. ; 19 cm.,Juvenile literature,,Rafting (Sports)|||Description and travel|||Discovery and exploration|||History,1876-1950,Colorado|||Colorado River (Colo.-Mexico),,,,ocm04650344|||4650344,
1922189,"lost lamb, The",,,,"Kronheim & Co (prt, pop)","London] (56 Paternoster Row, 65 St. Paul's Churchyard, and 164 Piccadilly)",Religious Tract Society|||Religious Tract Society (Great Britain),[ca. 1880],1880,,,,monographic,English,text,print,[11] leaves : col. ill. ; 26 cm.,Juvenile literature|||Juvenile poetry|||Publishers' advertisements-1880,,Lost sheep (Parable)|||Christian life|||Shepherds|||Lambs,,"England, London|||England, Glasgow|||England, Manchester",juvenile,,,ocm50503796,
6125976,"lost legends of the nursery songs, The",,,"Clark, Mary Senior.","Clark, Mary Senior. (ill)|||Harral, Horace. (egr)",London,Bell and Daldy,1870,,,,,monographic,English,text,print,"iv, 248 p., [16] leaves of plates : ill. ; 20 cm.",Children's stories|||Juvenile fiction|||novel,,Children|||Conduct of life,,,juvenile,,,ocm17490794,
5810188,Lost Nellie and other stories,,,"Pansy, 1841-1930",,Boston,Lothrop Publishing Company|||Lothrop Publishing Company,c1887,1887,,,,monographic,English,text,print,1 v. (unpaged) : ill. ; 24 cm.,Juvenile fiction|||novel,,Children|||Conduct of life|||Children's stories,,"United States, Massachusetts, Boston",juvenile,,,ocm68662865,
1039983,"lost tongue, The",,,,"Ulizio, B. George (donor)|||American Sunday-School Union, Committee of Publication.",Philadelphia,"American Sunday-School Union, no. 146 Chestnut Street|||American Sunday-School Union",[1835],1835,,,,monographic,English,text,print,16 p. : 1 ill. ; 15 cm.,Juvenile literature-1835|||Sunday school literature-1835,,,,,juvenile,,2009484299,ocm17963529|||17963529,
6144846,"lost wheelbarrow: and other stories, The",,,"Abbot, Anne W. (Anne Wales), 1808-1908",,Boston,S.G. Simpkins|||Samuel G. Simpkins,1846,,,,,monographic,English,text,print,172 p. : front. ; 16 cm.,,,,,,juvenile,,,ocm37750443,
8335285,"Louisa Lovechild's pretty toys for girls or boys: simple stories, or scenes for the young, coloured throughout",,"Pretty toys for girls or boys|||Simple stories, or scenes for the young","Lovechild, Mrs, 1744-1813",,London :,"Orlando Hodgson, 111 Fleet Street,|||Hodgson, Orlando",[between 1830 and 1845?],1830/1845,,,,monographic,English,text,print|||unmediated|||volume,8 unnumbered leaves : color illustrations ; 18 cm,Juvenile fiction|||text,,Children|||Conduct of life,,,,,,ocn942763794,
1035182,"Louisa May Alcott, a souvenir",,,"Harlow, Lurabel.",,Boston,Samuel E. Cassino,c1888,1888,,,,monographic,English,text,print,"28 p. : ill., front. (port.), plates ; 29 cm.",biography,,"Alcott, Louisa May 1832-1888",,,,,,08573163,
1036809,"Louisa May Alcott : Her life, letters, and journals",,,"Alcott, Louisa May, 1832-1888","Cheney, Ednah Dow, 1824-1904 (ed)",Boston,Roberts Brothers,1889,,,,,monographic,English,text,print,"404, 8⁾ p. : ill. ; 18 cm.",,,,,,,,,00230560,
5925384,"Louisa May Alcott, the children's friend",,,"Cheney, Ednah Dow, 1824-1904",,Boston,L. Prang & Co.,[1888],1888,,,,monographic,English,text,print,"58 p. incl. illus., plates. col. front. 18 x 26 cm.",Biographies,,"Alcott, Louisa May 1832-1888",,,,,18016178,ocm01889623,
4365660,"Louisa, the lovely orphan; or, The cottage on the moor",,,"Helme, Elizabeth, d. 1816",,Boston,The Booksellers,1830,,,,,monographic,English,text,print,240 p. ; 13 cm.,,,,,,,,,ocm13365613,
6828002,"Louisa's tenderness to the little birds, in winter",,Louisa's tenderness to birds|||Louisa and the little birds,"Berquin, (Arnaud), M, 1747-1791","Johnson, R. (Richard), 1733 or 1734-1793",Concord,Published by Atwood & Brown,1837,,,,,monographic,French|||English,text,print,16 p. : ill. (wood-engravings) ; 11 cm.,Juvenile literature,,Altruism|||Animal welfare|||Birds|||Children's literature,,,juvenile,,,ocm13877140,
8862489,Louisiana,,,"Burnett, Frances Hodgson, 1849-1924",,New York,Charles Scribner's Sons,"1886, ©1880",1886,,1880,,monographic,English,text,print|||unmediated|||volume,"vii, 163, 8, [4] pages : frontispiece ; 20 cm",Fiction|||text,"An early story from Burnett, Louisiana tells the story of a mountain girl named Louisiana ""Louise"" Rogers, whose father sends her away to a resort to recover from an illness. Not fitting in with Southern socialites, Louise makes friends with Olive Ferrol, a young girl from New York. Trouble ensues when Olive's brother is taken with Louise.",Mountain people,,North Carolina,,,,ocm50337501,
7091623,Love and money: an every-day tale,,,"Howitt, Mary (Mary Botham), 1799-1888",,New-York,D. Appleton & Co.|||D. Appleton and Company,1867,1863,,,,monographic,English,text,print,"173 p., [2] leaves of plates : ill. ; 16 cm.",Juvenile fiction|||novel,,Christian life|||Children|||Conduct of life|||Christmas stories|||Love|||Religious aspects|||Social life and customs,,England,juvenile,,,ocm48264326,
8353441,"love in the balance, or, More precious than life, A",,Love in the balance|||More precious than life,"Clay, Bertha M., 1836-1884",,New York :,"Street & Smith, Publishers, 79-89 Seventh Avenue,|||Street and Smith Publications",[between 1876 and 1900?],1876/1900,,,,monographic,English,text,print|||unmediated|||volume,216 pages ; 18 cm.,Fiction|||Specimens|||novel|||text,,Popular literature|||Dime novels|||Women,,United States,,,,ocn945699457,
7893608,"Lucinda: or, Virtue triumphant : a moral tale",,Virtue triumphant : a moral tale,"Smith, Thomas, 1775 or 1776-1830",,London,"Printed by G. Auld for E. Newbery, Corner of St. Paul's Church-Yard",1801,,,,,monographic,English,text,print,"187 p., [1] leaf of plates : ill. ; 13 cm",,,Christian literature for children|||Religious literature|||Children's literature|||Sunday school literature,,,juvenile,,,ocm28767698,
8869429,"Luck and pluck, or, John Oakley's inheritance",,Luck and pluck|||John Oakley's inheritance,"Alger, Horatio, Jr, 1832-1899",,Philadelphia,Henry T. Coates & Co.,©1897,1897,,,,monographic,English,text,print|||unmediated|||volume,"343, [1], 8 pages, [7] leaves of plates : illustrations ; 19 cm.",Fiction|||Juvenile fiction|||Juvenile works|||novel|||text,"After his father's death, fifteen-year-old John Oakley clashes with his scheming stepmother while searching for the missing will that grants him his inheritance.",Wills|||Inheritance and succession|||Stepmothers|||Conduct of life,,,juvenile,,,ocm06999662,
1030139,Lullaby land: Songs of childhood,,,"Field, Eugene, 1850-1895","Grahame, Kenneth, 1859-1932 (comp)|||Robinson, Charles, 1870-1937 (illus)",New York,C. Scribner's,c1897⁾,1897,,,,monographic,English,text,print,229 p. : ill. ; 19 cm.,,,Children's poetry,,,,,06024738,08990634,
325520,Lulu's library,,,"Alcott, Louisa May, 1832-1888",,London,"Sampson Low, Marston, Searle, & Rivington",1888,,,,,monographic,English,text,print,"269, [3] p. : ill. ; 18 cm.",,,,,,juvenile,,11008220,00999035,
7111754,Mackerel Will,,,,,Philadelphia,Presbyterian Board of Publication,[18--],18uu/1865,,,,monographic,English,text,print,"190 p., [2] leaves of plates : ill. ; 16 cm.",,,,,,juvenile,,,ocm06592953,
660195,"Madam How and Lady Why, or, First lessons in earth lore for children",,,"Kingsley, Charles, 1819-1875",,London,Bell and Daldy,1870,,,,,monographic,English,text,print,"xv, 350 p. : ill. ; 19 cm.",,,Geology|||Juvenile literature,,,,,05005379,10283649,
7944211,"Madeleine's trial, and other stories",Scènes d'Enfance et de Jeunesse. English. 1870,,"Pressensé, E. de, Mme, 1826-1901",,London,,1870,,,,,monographic,English,text,print,232 p. : ill. ; 17 cm.,,,,,,juvenile,,,ocn315553215,
6556593,Madeline,,,"Elmwood, Rose.",,New York,American Tract Society,1864,,,,,monographic,English,text,print,96 p. : ill. ; 16 cm.,,,,,,,,,ocm03172575,
4119290,Magazine for the young,,,,,London,,,18uu/18uu,,,,serial,English,text,print,,Periodicals|||periodical,,"Children's literature, English",,,,,,ocm01605886,
7646137,"Magellan, or, The first voyage round the world",,First voyage round the world,"Towle, George M. (George Makepeace), 1841-1893",,Boston,"Lorthop, Lee and Shepard Co.|||Lothrop, Lee, and Shepard Co",c1879,1879,,,,monographic,English,text,print,"viii, 281, [6] p. ; 18 cm.",Juvenile literature|||biography,,"Voyages and travels|||Adventure and adventurers|||Explorers|||Seafaring life|||Mutiny|||Kings and rulers|||Magalhães, Fernão de -1521",,,juvenile,,,ocm61515164,
7894563,"magician and the robbers, or, The astrologer's prediction, The",,Magician and the robbers|||Astrologer's prediction,,,London :,"Printed by T. Maiden, Sherbourne-Lane, for Ann Lemoine, White Rose Court, Coleman-Street, and J. Roe, No. 90, Houndsditch,",[1806?],1806,,,,monographic,English,text,print|||unmediated|||volume,"33 pages, page 288, 1 leaf of plates : 1 illustration ; 13 cm",Specimens|||text,,"Chapbooks, English|||Chapbooks",,,,,,ocn953875149,
8247063,"maiden widow: a novel, The",,,"Southworth, Emma Dorothy Eliza Nevitte, 1819-1899",,New York :,"F.M. Lupton Pub. Co.,",[1898?].,1898,,1870,,monographic,English,text,print|||unmediated|||volume,313 pages ; 19 cm,text,,,,,,,,ocm41106743,
9036740,"Make or break, or, The rich man's daughter",,Make or break|||Rich man's daughter,"Optic, Oliver, 1822-1897","Kilburn, Samuel Smith (engraver)",Boston :,"Lee and Shepard,|||Lee and Shepard",1869.,,1869,1868,,monographic,English,text,print|||unmediated|||volume,"328 pages, 8 unnumbered leaves of plates : illustrations ; 18 cm.",Fiction|||Juvenile fiction|||Juvenile literature-1869|||Juvenile works|||text,,Youth|||Conduct of life|||Theft|||Merchants|||Anger|||Inheritance and succession|||Adopted children|||Pride and vanity|||Diligence|||Success,,,juvenile,,2014656751,ocn889428073,
8116397,Malleville: a Franconia story,,,"Abbott, Jacob, 1803-1879",,New York,Harper & Bros.,©1878,1878,,,,monographic,English,text,print|||unmediated|||volume,"vi, 203 pages : illustrations ; 18 cm.",text,,"Authors, American",,Maine,,,,ocm02943368,
8116391,Malleville: a Franconia story,,,"Abbott, Jacob, 1803-1879",,New York,Harper ...,1878,,,,,monographic,English,text,print|||unmediated|||volume,"219, [1], 4 pages : illustrations ; 18 cm.",text,,"Children's stories, American",,,juvenile,,,ocm30851356,
8116371,Malleville: a Franconia story,,,"Abbott, Jacob, 1803-1879",,New York,Harper & Bros.,[©1850],1850,,,,monographic,English,text,print|||unmediated|||volume,"vi, 219 pages : illustrations ; 18 cm.",Juvenile literature-1850|||Publishers' advertisements-New York (State)-New York|||Publishers' cloth bindings (Binding)-1850|||Relief prints|||text,,"Children's stories, American",,,juvenile,,,ocm02064816,
1010415,Mama's little pet's ABC,,,,"Cruikshank, Percy.",London|||Philadelphia,Read & Co.|||Lippincott & Co.,[ca. 1865],1865,,,,monographic,English,text,print,(6) leaves : col. ill. ; 27 cm.,Specimens,,Alphabet rhymes|||Initial teaching alphabet|||Toy and movable books|||Advertising specialties,,,juvenile,,,13770770,
7887669,"Mamma's fairy tales in rhyme, or, Lessons of mercy for juvenile minds",,Lessons of mercy for juvenile minds,,"Davidson, G. H. (George Henry), 1800?-1875 (prt)","London (10, Newgate Street)","Printed for William Cole|||Cole, William, (Publisher)",[approximately 1826],1826,,,,monographic,English,text,print|||unmediated|||volume,"82, [2] pages, [2] leaves of plates, including frontispiece : illustrations ; 15 cm",Children's poetry-1826|||Juvenile poetry|||Juvenile works|||Poetry|||Publishers' advertisements-1826|||text,,Children|||Conduct of life|||Children's poetry|||Fairy tales|||Tales,,Middle East,juvenile,,,ocm63083332,
4362475,Mamma's scriptural stories for children: explained by interesting domestic tales,,Mamma's scriptural stories,"Graham, Miss",,London,"Dean and Son, Threadneedle St.",[1840-1860?],1840/1860,,,,monographic,English,text,print,255 p. : ill. ; 14 cm.,Juvenile literature,,"Bible stories, English|||Christian literature for children|||Christian life",,,juvenile,,,ocm56897229,
4374796,"man of feeling, The",,,"Mackenzie, Henry, 1745-1831",,New York,J.P. Peaslee,1828,,,,,monographic,English,text,print,208 p. ; 12 cm.,,,,,,,,,,
1006854,"manners and customs of the principal nations of the globe, The",,,"Goodrich, Samuel G. (Samuel Griswold), 1793-1860",,New York,J. Allen,1845,,,,,monographic,English,text,print,"352 p., [1] leaf of plates : ill. ; 18 cm.",Juvenile literature,,Manners and customs,,,juvenile,,,04856246,
1010903,"Manners, customs, & ceremonies of the different nations of the world: For the young, The",,,,"Anderson, William, 1805-1886",Edinburgh,Gall & Inglis,185-,1850,,,,monographic,English,text,print,"vii, 248 p. : ill. ; 17 cm.",Juvenile literature,,Manners and customs|||Rites and ceremonies|||Juvenile literature,,,juvenile,,,09445440,
1038899,"manners, customs, and antiquities of the Indians of North and South America, The",,,"Goodrich, Samuel G. (Samuel Griswold), 1793-1860",,Boston,"Bradbury, Soden",1844,,,,,monographic,English,text,print,336 p. : ill. ; 18 cm.,,,Indians of North America|||Social life and customs|||Juvenile literature|||Indians of South America,,,juvenile,,02019848 /REV,03734567,
444305,"manual of bibliography: being an introduction to the knowledge of books, library management, and the art of cataloguing, A",,,"Rogers, Walter Thomas, d. 1912","Ottino, Giuseppe, 1841-1898",New York,Scribner and Welford,1891,,,,,monographic,English,text,print,"viii, 172 p. col. front., illus., (incl. facsims.) 21 cm.",bibliography,,Bibliography,,,,,09024510,01196758,
4254716,"march on London: being a story of Wat Tyler's insurrection, A",,,"Henty, G. A. (George Alfred), 1832-1902",,New York,C. Scribner's Sons,1897,,,,,monographic,English,text,print,"vi p., 2 l., 339 p. front., plates. 19 cm.",,,,,,,,12034154,ocm02527643,
8041039,Marching songs for young crusaders: no. 2 : temperance songs for the Cold Water Army,,Temperance songs for the Cold Water Army,,"Gordon, Anna A. (Anna Adams), 1853-1931|||Woman's Christian Temperance Union","Evanston, Ill",National W.C.T.U.,1890,,,,,monographic,English,notated music,print,1 close score (63 p.) ; 17 cm.,Music|||Songs and music,,Temperance|||Children's songs,,United States,,,,ocm44067665,
