id,title,uniform_title,alternative_title,creator,contributor,publication_place,publisher,publication_date,encoded_date,creation_date,copyright_date,edition,issuance,language,type_of_resource,format,extent,genre,abstract,subject,temporal_coverage,geographic_coverage,target_audience,record_id,isbn,lccn,oclccn,url,depositor,collection_id
,"Yesterday's tomorrows: the golden age of the science fiction movie poster, 1950-1964",,,"Wright, Bruce Lanier.",,"Dallas, Tex",Taylor Pub. Co.,c1993,c1993||||||1993,,,,monographic,English,text,print,"viii, 184 p. : ill. (some col.) ; 28 cm.",,,Film posters|||Science fiction films|||History and criticism,,,,9913258073406236,0878338187 ‡q (hc) :|||0878338241 ‡q (sc) :,92034613,26851252,,,
,"Straw hat: guide to summer theatres, musical tents, Shakespeare festivals",,,,"Dachs, David, 1922- (ed)",New York,"Frank Productions, Inc.",1957-,1957-|||1957/9999,,,,serial,English,text,print,"v. : ill., maps ; 21 cm.",directory,,Summer theater|||Directories,,,,9913265383406236,,,02450869,,,
,Broadway theatre posters,,,"Nelson-Cave, Wendy.",,"New York, N.Y",Smithmark,c1993,c1993||||||1993,,,,monographic,English,text,print,112 p. : ill. (chiefly col.) ; 37 cm.,,,"Theatrical posters, American|||Theater|||History|||Pictorial works",,New York|||New York (State),,9913398853406236,083178752X,,29250513,,,
,"Who's Tommy: the musical, The",,,,"Townshend, Pete.",New York,Pantheon Books,c1993,c1993||||||1993,,,1st ed.,monographic,English,text,print,173 p. : ill. (some col.) ; 31 cm.,Librettos,,"Musicals|||Production and direction|||Townshend, Pete|||Who's Tommy",,,,9913445623406236,0679430660,93021923 /MN,28374512,,,
,Baroque and romantic stage design,,,"Scholz, János.",,New York,Dutton,1962,1962,,,,monographic,English,text,print,1 v. (chiefly ill.),bibliography,,Scene painting,,,,9913765693406236,,,00518700,,,
,Tecnica delle costruzioni di cinema e teatri: progetti e costruzioni dellʹautore coi particolari delle strutture in cemento armato e gli schemi degli impainti principali,,Cinema e teatri,"Cavallé, Mario",,Milano,Görlich Editore,1954-1958,1954-1958|||1954/1958,,,,monographic,Italian,text,print,"3 v. : ill., plans ; 25 cm.",,,Theater architecture|||Motion picture theaters|||Theaters,,Italy,,9913964943406236,,,03370143,,,
,International membership directory,Puppetry journal,,,Puppeteers of America,"Ojai, Calif",Puppeteers 0f America,,19uu/19uu,,,,serial,English,text,print,v. ; 23 cm.,directory,,Directories|||Puppeteers|||Puppeteers of America,,United States,,9913976173406236,,sc 82007046,04296974,,,
,"Guide to selecting plays for performance, The",Play parade,,,Samuel French Ltd,London,Samuel French Ltd.,,19uu/9999,,,,serial,English,text,print,v. ; 23 x 12 cm.,bibliography,,Theater|||Production and direction|||Bibliography|||Catalogs|||Musical theater,,,,9914188813406236,,sn 94042245,13202203,,,
,Catalogue of musical plays,,Musical plays from Samuel French,,Samuel French Ltd,London,Samuel French Ltd,1984,1984,,,,monographic,English,text,print,78 p. : ill. ; 11 x 23 cm.,bibliography,,Catalogs|||Musicals|||Bibliography|||Samuel French Ltd,,,,9914191333406236,0573091412 (pbk.),,33096693,,,
,Get used to it!: a new musical revue,,,"Weinberg, Tom Wilson.",,Philadelphia,Aboveground Records,p1993,p1993||||||1993,,,,monographic,English,sound recording-musical,sound recording|||sound disc,"1 sound disc (60 min., 5 sec.) : digital ; 4 3/4 in.",,,Revues|||Musicals|||Gay men|||Songs and music|||Homosexuality|||Humor,,,,9914204013406236,,,29456152,,,
,Plays and musicals,,Plays,,Dramatic Publishing Company,"Chicago, Ill",The Dramatic Pub. Co.,,19uu/9999,,,,serial,English,text,print,v. : ill. ; 23 cm.,bibliography,,Theater|||Production and direction|||Bibliography|||Catalogs|||Musical theater|||Drama|||Amateur plays,,,,9914224103406236,,sn 94042248,09244850,,,
,Musicals from the house of plays,,,,"Samuel French, Inc","New York, N.Y","Samuel French, Inc.",[198-],[198-]|||1980/1983,,,,monographic,English,text,print,63 p. : ill. ; 28 cm.,catalog,,Musicals|||Bibliography|||Catalogs|||Drama,,,,9914230163406236,,,10034507,,,
,Applause Theatre Books: [catalog],,,,Applause Theatre Books (Firm),"New York, N.Y",Applause Theatre Books,,1987/9999,,,,serial,English,text,print,v. : ill. ; 21 cm.,bibliography,,Catalogs|||Drama|||Bibliography|||Publishers' catalogs|||Applause Theatre Books (Firm),,United States,,9914231683406236,,sn 94042247,18034956,,,
,Catalog,,,,Broadway Play Publishing,"New York, N.Y",The Company,,19uu/9999,,,,serial,English,text,print,v. : ill. ; 28 cm.,bibliography,,Theater|||Production and direction|||Bibliography|||Catalogs|||Musical theater,,,,9914232533406236,,sn 94042249,30680570,,,
,Odesskiĭ muzeĭ zapadnogo i vostochnogo iskusstva: putevoditelʹ,,Odessa Museum of Western and Oriental Art,"Lut︠s︡kevych, N. H.","Shelestova, E. (Elena)|||Sokolov, O. (Oleg)",Odessa,"""Mai︠a︡k""",1988,1988,,,"2-e izd., perer. i dop.",monographic,English|||Russian|||German,text,print,54 p. : ill. (some col.) ; 22 cm.,,,Guidebooks|||Odesʹkyĭ derz︠h︡avnyĭ muzeĭ zakhidnoho ta skhidnoho mystet︠s︡tva,,Ukraine,,9914347623406236,5776000920 :,89132842 //r92,19777021,,,
,Directory of software for technical theatre,,,"Finelli, Patrick M.",,"Tampa, Florida","Department of Theatre, University of South Florida",c1988,c1988||||||1988,,,,monographic,English,text,print,52 p. ; 28 cm.,directory|||government publication,,Theater|||Data processing|||Computer software|||Directories,,,,9914356053406236,,,25113392,,,
,Tapline,,TAP newsletter,,Theatre Association of Pennsylvania,"Harrisburg, Pa",Theatre Association of Pennsylvania,,19uu/9999,,,,serial,English,text,print,v. : ill. ; 28 cm.,,,Theater|||Periodicals,,,,9914687493406236,,,28172439,,,
,"Performing arts scrapbooks, 1889-1974 (bulk 1905-1967)",,,,"Barth, Harold B. (Harold Bradshaw), 1884-1974 (collector)|||Barth, Harold B. (Harold Bradshaw), 1884-1974",,,,1905/1967,,,,monographic,English,,,13.75 (41,Performing arts-Records-Ohio-East Liverpool|||Performing arts-Records-Pennsylvania-Pittsburgh|||Theater-Albums|||Theater-Clippings|||Theater-Notebooks|||Theater-Pamphlets|||Theater-Programs|||Theater-Records-Ohio-East Liverpool|||Theater-Records-Pennsylvania-Pittsburgh|||Theater-Scrapbooks,"Scrapbooks are on theater, film, and other performing arts, chiefly in East Liverpool, Ohio, and Pittsburgh, Pa. Scrapbooks organized in volumes according to subject, i.e. drama, music, motion pictures, etc. 21 volumes contain programs accompanied by related clippings (motion picture books are chiefly clippings), all these mounted in loose-leaf albums. Bound ledger books (scrapbooks 22-34) and composition books (scrapbooks 35-39) were used for clippings of interest from magazines and newspapers. The final volume is a loose-leaf notebook presented by Eva Wasbutsky, Mr. Barth's secretary, after his death. Mr. Barth had an interest in all the performing arts. However, his focus was on theater and film, in particular Shakespeare. The final volumes are chiefly on Shakespearean productions, on stage, film, radio, and T.V. Loose souvenir programs and pamphlets were removed and integrated into the Curtis Theatre files and loose clippings not pertinent to the performing arts were discarded as were duplicate periodicals already held by the University Library System.","Stage history|||Theater|||Performing arts|||Shakespeare, William 1564-1616",,Ohio|||East Liverpool|||Pittsburgh|||Pennsylvania,,9914718913406236,,,31151607,,,
,"Oliver P. Merriman scrapbook collection, 1825-1942, 1870 - 1942",,,,"Merriman, Oliver P. (collector)|||Bowman, Ned A.",,,,1870/1930,,,,monographic,English,mixed material,unmediated|||other,14.00,Finding aids|||Theater programs|||still image|||text,"Oliver P. Merriman was an avid follower of Pittsburgh theatre. He built a large scrapbook collection that documents the history of the performing arts in Pittsburgh from the 1870s through the 1930s. It is organized into several broad categories and contains thousands of theatre programs, clippings, photographs, and other ephemera.","Performing arts|||Theater|||Theater programs|||Merriman, Oliver P",,New York|||Pittsburgh|||Pennsylvania|||New York (State),,9914719003406236,,,ocm31151658,,,
,MGM posters: the golden years,,,"Miller, Frank.",,"Atlanta, Ga|||Kansas City, Mo",Turner Pub.|||Distributed by Andrews and McMeel,c1994,c1994||||||1994,,,1st ed.,monographic,English,text,print,192 p. : ill. (some col.) ; 32 cm.,,,"Film posters, American",,United States,,9914913093406236,1570361053 :,94026286,30668393,,,
,Masks and marionettes,,,"Kennard, Joseph Spencer, 1859-1944",,New York,The Macmillan Company,1935,1935,,,,monographic,English,text,print,"ix p., 2 †., 3-129 p. front., plates (1 double) ports. 26 cm.",,,Commedia dell'arte|||Puppets,,,,9915002793406236,,35007953,02311646,,,
,Limón: a catalogue of dances,,,"Limón, José.",Limón Institute,New York?],Limón Institute,c1994,c1994||||||1994,,,,monographic,English,text,print,48 p. : ill. (some col.) ; 22 x 28 cm.,Catalogs|||statistics,,"Ballet|||Limón, José",,,,9915277993406236,,96169986,31640645,,,
,Register,Register (Lymelite Group),"Directory of designers, artists, and craftspeople",,Lymelite Group,"New York, N.Y",Lymelite Group,c1987-,c1987-|||1987/9999,,,,serial,English,text,print,v. : ill. ; 28 cm.,directory,,Performing arts|||Production and direction|||Directories|||Periodicals|||Theaters|||Stage-setting and scenery,,,,9915314403406236,,88655034|||sn 85006577,17463180,,,
,Tom Tichenor's puppets,Puppets,,"Tichenor, Tom.",,Nashville,Abingdon Press,[1971],[1971]||||||1971,,,,monographic,English,text,print,224 p. illus. (part col.) 25 cm.,bibliography,,Puppets,,,,9915505793406236,0687423635,76147304 //r82,00162449,,,
,"Dance, theater, opera, music hall: costume & decor designs, books, posters and photographs ... : exhibition ... : public auction Friday, June 12, 1981 at 10:15 a.m",,,,Sotheby Parke Bernet Inc,New York,Sotheby Parke Bernet,1981,1981,,,,monographic,English,text,print,[102] p.: chiefly ill. (some col.) ; 24 cm.,catalog,,Costume|||Exhibitions|||Theaters|||Stage-setting and scenery,,,,9915775133406236,,,10103080,,,
,"Eduard Fischer, Kostümplastiken für das Theater: Entwicklungsweg, ausgew. Arbeiten, Beschreibung, Dokumentation",,Kostümplastiken für das Theater,"Ruppelt, Werner.",,Berlin,Henschel,1975,1975,,,,monographic,German,text,print,172 p. : numerous ill. ; 23 cm. & slides (18 slides : col. ; 2 x 2 in.) inserted.,,,"Fischer, Eduard 1916-",,,,9915775273406236,,76475971,02467112,,,
,"théâtres tchécoslovaques de marionnettes 1949/1969 =: Czechoslovak puppet theatres 1949/1969, Les",Československá loutková divadla 1949/1969. French & English,"Czechoslovak puppet theatres, 1949/1969","Bezděk, Zdeněk.",,Prague,Divadelní ústav,1973,1973,,,1. éd.,monographic,English|||French|||Czech,text,print,189 p. : ill. ; 21 cm.,,,Puppet theater,,Czechoslovakia,,9915779083406236,,75501377 //r842,02283508,,,
,PQ 67: Pražské quadriennale jevištního výtvarnictví a divadelní architektury = Quadriennale de Prague de décors et d'architecture théâtraux = Prague quadriennial of theatre design and architecture,,PQ šedesát sedm,,"Prague Quadrennial (1967)|||Ptáčková, Věra.|||Jindra, Vladimír.|||Divadelní ústav (Prague, Czech Republic)",Praha,Divadelní ústav],1967,1967,,,,monographic,English|||French|||Czech,text,print,"336 p., [80] p. of plates : ill. ; 21 cm.",,,Theaters|||Stage-setting and scenery|||Exhibitions|||Set designers|||Biography|||Costume design,,,,9915779613406236,,,18477889,,,
,"Edward Gordon Craig, 1872-1966",,,"Nash, George.",,London,H.M.S.O.,1967,1967,,,,monographic,English,text,print,"[2], 30 p. front., 36 plates (incl. ports., facsims.) 25 cm.",,,"Craig, Edward Gordon 1872-1966",,,,9915780563406236,,68030057 //r86,00449601,,,
,Kleine Bauhaus-Fibel: Geschichte u. Wirken d. Bauhauses 1919-1933 : mit Beisp. aus d. Sammlung d. Bauhaus-Archivs,,,"Wingler, Hans Maria.",,Berlin,Bauhaus-Archiv,1974,1974,,,,monographic,German,text,print,80 p. : ill. ; 20 x 21 cm.,bibliography|||biography,,History|||Bauhaus.|||Bauhaus-Archiv,,,,9915830063406236,,75544773 //r94,ocm02302996|||02302996,,,
,"Simon's directory of theatrical materials, services & information / Bernard Simon, editor",,,,"Simon, Bernard (ed)",New York,Package Publicity Service,1970,1970,,,4th ed.,monographic,English,text,print,320 p.,,,Theater|||Directories|||Drama|||Bibliography,,United States,,9915835093406236,,,06135411,,,
,"Simon's directory of theatrical materials, services & information / Bernard Simon, editor",,,,"Simon, Bernard (ed)",New York,Package Publicity Service,1975,1975,,,5th ed.,monographic,English,text,print,388 p. ; 23 cm.,directory,,Theater|||Directories|||Drama|||Bibliography,,United States,,9915835103406236,,,02190686,,,
,"Vystavka khudozhnika A.I︠A︡. Golovina: ėskizy dekorat︠s︡iĭ i kosti︠u︡mov k spektakli︠u︡ ""Maskarad""|||Выставка художника А.Я. Головина: эскизы декораций и костюмов к спектаклю ""Маскарад""",,,,"Merkina, S. I︠A︡.|||Меркина, С. Я.",Moskva|||Praga|||Москва ;,"[s.n.]|||[s.n.],",1983,1983||||||1983.,,,,monographic,English|||Russian,text,print,1 v. (unpaged) : col. ill. ; 21 x 23 cm.,bibliography,,"Exhibitions|||Pictorial works|||Golovin, Aleksandr I︠A︡kovlevich 1863-1930|||Lermontov, Mikhail I︠U︡rʹevich 1814-1841|||Головин, Александр Яковлевич 1863-1930|||Лермонтов, Михаил Юрьевич 1814-1841|||Maskarad|||Маскарад",,Russia (Federation),,9916220633406236,,,35158202,,,
,Great movie graphics,,,,Rockport Publishers,"Rockport, Mass|||Cincinnati, Ohio",Rockport Publishers|||distributed by North Light Books,c1995,c1995||||||1995,,,,monographic,English,text,print,119 p. : col. ill. ; 31 cm.,,,Film posters|||Design|||Commercial art|||Motion pictures|||Marketing,,,,9916280103406236,1564961788 :,,34648415,,,
,Selected plays: including The rainmaker,Plays. Selections,,"Nash, N. Richard.",,New York,Greenhouse and Kirby,c1996,c1996||||||1996,,,1st ed.,monographic,English,text,print,524 p. ; 26 cm.,,,,,,,9916747573406236,1888825014 ‡q (hardcover : alk. paper)|||1888825022 ‡q (pbk. : alk. paper),96005293,,,,
,"Boo, to my friends",,,"Laye, Evelyn.",,London],Hurst & Blackett,[1958],[1958]||||||1958,,,,monographic,English,text,print,180 p. illus. 22 cm.,biography,,Actresses,,England,,9917095443406236,,59019627 /L,04746545,,,
,"grand experience: a drama in five acts, containing a description of Wilmington's Grand Opera House & Masonic Temple, a Victorian building in the Second Empire style, and a history of the many parts it has played in the Delaware community for more than a century, The",,,"Young, Toni.",Grand Opera House,"Watkins Glen, N.Y",Published by the American Life Foundation for the Grand Opera House,1976,1976,,,1st ed.,monographic,English,text,print,196 p. : ill. ; 28 cm.,,,Wilmington (Del.). Grand Opera House and Masonic Temple.,,Delaware,,9917095903406236,0892570121,77362428 /MN/r86,03120344,,,
,"mighty music box: the golden age of musical radio, The",,,"DeLong, Thomas A.",,"Los Angeles, Ca",Amber Crest Books,c1980,c1980||||||1980,,,,monographic,English,text,print,"xii, 335 p., [20] leaves of plates : ill. ; 23 cm.",bibliography,,Radio and music|||Music|||History and criticism,,United States,,9917095943406236,086533000X :,77094433 /MN/r86,06914309,,,
,"Crime scenes: movie poster art of the film noir : the classic period, 1941-1959",,Lawrence Bassoff Collection presents Crime scenes,"Bassoff, Lawrence.",,"Beverly Hills, CA",L. Bassoff Collection,c1997,c1997||||||1997,,,,monographic,English,text,print,159 p. : ill. (chiefly col.) ; 28 x 36 cm.,Catalogs|||bibliography,,Film posters|||Film noir|||History and criticism,,United States,,9917400563406236,1886310114,97093804,38344593,,,
,"art of the Broadway poster, The",,,"Hearn, Michael Patrick.",,New York,Ballantine Books,1980,1980,,,1st ed.,monographic,English,text,print,95 p. : ill. (some col.) ; 30 cm.,,,"Posters, American|||Theater",,,,9918038523406236,0345284232 ‡q (pbk.) : #c $10.95,80066553,07128325,,,
,Rudolf Laban: an extraordinary life,,,"Preston-Dunlop, Valerie.",,London,Dance Books,1998,1998,,,,monographic,English,text,print,"xiv, 306 p. : ill. ; 24 cm.",Biography|||bibliography,,"Criticism and interpretation|||Choreographers|||Modern dance|||History|||Laban, Rudolf von 1879-1958",,Hungary,,9918734113406236,,,39879301,,,
,Ninette de Valois: idealist without illusions,,,"Walker, Kathrine Sorley.","De Valois, Ninette, 1898-2001",London,Dance Books,1998,1998,,,,monographic,English,text,print,"x, 373 p. : ill. ; 24 cm.",bibliography|||biography,,"Dancers|||De Valois, Ninette 1898-2001",,,,9918734133406236,1852730617,,,,,
,"theater posters of James McMullan, The",,,"McMullan, James, 1934-","Gersten, Bernard.|||Lincoln Center Theater (New York, N.Y.)",New York,Penguin Studio,1998,1998,,,,monographic,English,text,print,"ix, 126 p. : col. ill. ; 35 cm.",,"""From Arcadia and Carousel to Six Degrees of Separation, McMullan's posters offer a unique view of contemporary American theater. Brought together for the first time in print are thirty-six posters, almost all of them commissioned by New York's Lincoln Center Theater, each in a beautiful full-page reproduction and accompanied by numerous studies and related works. Here too are the powerful personalities of the theater world - Wole Soyinka. John Guare, Liv Ullmann, Patti LuPone, and Mike Nichols, among others - in revealing behind-the-scenes accounts by McMullan."" ""McMullan himself gives the story behind each poster featured in the book - why it worked or why he was unsatisfied, who loved it and who wanted it changed. In addition, many sketches, reference photographs, and alternative versions provide a fascinating glimpse into the artist's creative process.""--BOOK JACKET.","Theatrical posters, American|||McMullan, James 1934-",,,,9919094863406236,0670876836,98029958,ocm39443061,,,
,Follow up: how creative production translatd a point of view about television into an important success story,,,,"Columbia Broadcasting System, inc",New York?,,1952],1952]||||||1952,,,,monographic,English,text,print,unpaged. illus. 24 cm.,,,Television broadcasting,,,,9919264643406236,,52002473,02588110,,,
,New theatres in Britain,,,"Bentham, Frederick.",,London,Rank Strand Electric,1970,1970,,,,monographic,English,text,print,"136 p. : ill., plans ; 22 cm.",,,Theater architecture,,Great Britain,,9919279553406236,,,02342091,,,
,"Gilbert and Sullivan, their lives and times",Gilbert and Sullivan and their world,,"Baily, Leslie.",,"Harmondsworth, Eng|||New York",Penguin Books,"1979, c1973","1979, c1973||||||1979",,,,monographic,English,text,print,119 [1] p. : ill. ; 24 cm.,bibliography|||biography,,"Dramatists, English|||Composers|||Gilbert, W. S. (William Schwenck) 1836-1911|||Sullivan, Arthur 1842-1900",19th century,England,,9919282893406236,0140051066,78016312 /MN/r853,04056065,,,
,Here's a how-de-do: my life in Gilbert & Sullivan,,,"Green, Martyn, 1899-1975",,New York,Norton,[1952],[1952]||||||1952,,,[1st ed.],monographic,English,text,print,283 p. illus. 22 cm.,Biography|||Correspondence,,Musicians|||D'Oyly Carte Opera Company.,,,,9919283203406236,,52012462,00884247,,,
,"Ciba collection of medical illustrations, The",,,"Netter, Frank H. (Frank Henry), 1906-1991",Ciba Pharmaceutical Company|||Ciba Pharmaceutical Products,"Summit, N.J",Ciba Pharmaceutical Products,©1953-,©1953-|||1953/9999,,,,monographic,English,text,print|||unmediated|||volume,volumes : illustrations,Atlas|||Atlases|||Pictorial works|||bibliography|||text,,Human physiology|||Pathology|||Medicine|||Human anatomy|||Anatomy|||Tıp Fakültesi Kütüphanesi.,,,,9934623713406236,0914168010|||9780914168010,53002151,ocm09463163,,,
,"rise and fall of the matinée idol: past deities of stage and screen, their roles, their magic, and their worshippers, The",,,"Curtis, Anthony, 1926-2014",,New York,St. Martins Press,[1974],[1974]||||||1974,,,,monographic,English,text,print,215 p. illus. 26 cm.,biography,,Theater|||History|||Motion pictures|||Actors|||Biography,,,,996820673406236,,73086600 //r88,00936517,,,
,From under my hat,,,"Hopper, Hedda, 1885-1966",,"Garden City, N.Y",Doubleday,1952,1952,,,[1st ed.],monographic,English,text,print,311 p. 22 cm.,,,Motion pictures,,,,996824203406236,,52010394 //r882,01080251,,,
,"actor prepares, An",Rabota aktera nad soboī. English,,"Stanislavsky, Konstantin, 1863-1938","Hapgood, Elizabeth Reynolds (tr)",New York,"Theatre Arts, inc.",1936,1936,,,,monographic,English|||Russian,text,print,"3 p. l., 295 p. 23 cm.",,,Acting,,,,996824593406236,,36033384 //r42,01090036,,,
,Katharine Hepburn,,,"Marill, Alvin H.",,New York,Galahad Books,[1974] c1973,[1974] c1973|||1974/1973,,,,monographic,English,text,print,160 p. : ill. ; 22 cm.,bibliography|||biography,,"Hepburn, Katharine 1907-2003",,,,996824693406236,0883651661 :,73090219 //r85,01093234,,,
,"theatre--advancing, The",,,"Craig, Edward Gordon, 1872-1966",,Boston,"Little, Brown, and Company",1919,1919,,,,monographic,English,text,print,"vii, 298 p. illus. 21 cm.",,,Theater,,,,996825103406236,,19015601,01118513,,,
